datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
1993-08-01,dsm2,base,103,21527.00,20340.00,1730.00,10611.38,5061.22,4287.22,774.00,7584.40,0.00,0.00,603.02,3.00,3.68,4.06,3.41,415.65,415.65,139.62,4980.79,719.97,144.39,1137.10,1137.10,171.54,192.57,137.09,6394.79,5982.40,7950.39,138.32,138.36,3600.06,173.68,2675.09,13699.73,7066.12,2149.19,139.68,154.17,479.51,6424.50,129.22,282.21,151.30,129.11,5000.95,115.58,109.57,144.69,305.22,140.31,641.21,160.70,3500.04,224.91,70.80
1993-08-02,dsm2,base,103,22171.00,20970.00,1870.00,10628.88,4965.07,4218.73,746.34,8447.05,0.00,0.00,600.00,2.70,3.72,3.71,3.42,409.04,409.04,140.42,5036.12,710.00,145.61,1120.32,1120.32,173.62,190.37,138.05,6407.62,6038.07,7842.07,139.18,139.27,3581.51,174.67,2637.68,13500.93,7001.70,2151.54,140.42,154.59,467.79,6364.10,129.87,281.19,152.58,129.99,4891.77,114.97,108.40,144.56,305.62,140.91,629.22,160.86,3551.11,188.50,70.80
1993-08-03,dsm2,base,103,23136.00,21960.00,1820.00,10775.93,4890.85,4238.69,652.16,9289.22,0.00,0.00,627.98,2.47,3.74,3.22,3.44,430.05,430.05,141.11,5116.63,696.43,146.89,1192.48,1192.48,175.79,194.18,138.83,6429.82,6080.82,7840.84,139.94,140.02,3672.49,179.59,2753.05,13930.77,7020.52,2207.29,141.09,154.14,467.04,6577.34,130.23,278.28,153.51,130.81,4787.13,114.07,104.75,145.85,286.04,142.62,609.95,160.37,3676.44,165.87,70.80
1993-08-04,dsm2,base,103,24065.00,22950.00,1760.00,10794.75,4551.02,3968.03,582.99,10479.23,0.00,0.00,581.03,2.29,3.82,2.72,3.43,457.60,457.60,141.68,5181.69,682.70,147.91,1181.21,1181.21,178.12,193.33,139.38,6448.48,6125.43,7911.79,140.55,140.70,3786.75,184.90,2795.75,14089.17,7081.67,2244.94,141.68,153.19,471.63,6665.13,130.46,276.36,153.56,130.95,4409.78,112.03,105.76,145.86,282.63,143.45,618.16,159.32,3761.14,165.73,70.80
1993-08-05,dsm2,base,103,23779.00,22680.00,1640.00,10811.42,4333.45,3702.61,630.84,10274.13,0.00,0.00,592.99,2.01,3.94,2.25,3.29,481.97,481.97,141.99,5238.66,674.10,148.92,1186.30,1186.30,180.38,189.85,139.68,6494.50,6146.63,7991.88,140.94,141.10,3867.36,190.72,2834.10,14671.51,7165.42,2246.74,141.99,152.71,474.29,6753.42,130.28,274.62,153.77,130.76,4253.22,110.85,107.48,144.39,275.40,143.66,615.62,157.75,3881.01,158.82,70.80
1993-08-06,dsm2,base,103,23166.00,22050.00,1570.00,10754.81,4293.21,3644.43,648.78,9687.98,0.00,0.00,617.98,1.67,4.02,1.80,3.18,515.64,515.64,142.23,5319.36,671.16,150.12,1238.84,1238.84,183.63,192.47,139.98,6566.05,6196.94,8239.96,141.32,141.43,4010.38,199.98,2941.79,15362.04,7339.25,2326.16,142.21,152.29,473.42,7034.07,129.83,266.52,153.93,131.29,4304.34,111.14,107.53,145.48,282.79,145.15,593.95,156.93,4007.07,157.63,70.80
1993-08-07,dsm2,base,103,22284.00,21150.00,1770.00,10781.70,4163.78,3609.39,554.39,9108.51,0.00,0.00,653.98,1.48,3.94,1.53,3.19,541.51,541.51,142.64,5372.66,666.00,151.35,1251.23,1251.23,187.87,191.52,140.65,6631.56,6254.36,8461.49,141.66,141.86,4024.92,206.53,2976.49,16130.68,7504.59,2364.28,142.64,152.34,467.19,7247.15,129.51,261.60,154.11,131.74,4278.51,111.74,108.54,146.19,273.39,147.56,608.00,156.26,4128.81,155.85,70.80
1993-08-08,dsm2,base,103,21671.00,20520.00,1850.00,10972.26,4130.88,3549.09,581.79,8417.86,0.00,0.00,685.98,1.40,3.80,1.34,3.36,539.31,539.31,143.21,5332.51,659.49,152.78,1170.02,1170.02,192.09,179.00,141.59,6649.61,6296.46,8595.08,142.14,142.31,3920.20,205.95,2801.55,16066.70,7695.55,2363.07,143.22,153.03,458.33,7074.25,129.46,262.94,154.41,131.87,4193.44,111.84,110.43,145.83,285.79,148.53,639.03,155.59,4141.26,155.03,70.80
1993-08-09,dsm2,base,103,20969.00,19800.00,1830.00,10760.75,4031.45,3438.38,593.07,8006.80,0.00,0.00,645.02,1.51,3.82,1.31,3.46,524.74,524.74,143.94,5267.04,650.88,153.57,1077.29,1077.29,196.42,169.38,142.30,6640.21,6305.14,8610.19,142.82,143.01,3668.36,204.93,2592.73,15733.17,7800.72,2324.66,143.92,153.65,448.82,6738.25,129.70,266.35,154.89,131.92,4063.46,112.54,111.40,143.55,290.36,147.94,671.58,155.42,4117.87,155.09,70.80
1993-08-10,dsm2,base,103,21040.00,19890.00,1840.00,10799.68,3930.07,3514.73,415.34,8150.25,0.00,0.00,625.01,1.85,3.89,1.45,3.47,539.91,539.91,144.62,5264.73,649.91,155.22,1094.99,1094.99,201.84,176.29,142.79,6694.34,6331.13,8757.06,143.75,144.04,3542.30,215.47,2632.99,16316.82,7832.63,2333.41,144.60,153.51,442.05,7013.76,129.97,267.06,155.72,134.05,3856.53,113.61,111.43,143.53,296.20,147.26,665.22,154.53,4138.76,156.70,70.80
