datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2017-02-01,dsm2,base,99,95808.55,71965.30,19392.00,-14504.00,132.24,100564.31,0.00,0.00,116.79,1.80,3.85,160.43,160.43,241.12,149.13,113.54,190.16,131.68,131.68,208.66,126.17,191.24,347.01,442.76,143.14,211.71,210.02,929.79,156.01,134.62,168.38,132.06,241.70,279.98,123.71,146.92,164.61,114.33,319.77,146.45,608.52,125.84,126.71,134.95,126.11,139.60,115.10,232.85,649.92,205.79,53.80
2017-02-02,dsm2,base,99,95496.25,71324.00,18925.00,-14689.00,43.24,99689.01,0.00,0.00,158.75,2.01,4.18,159.10,159.10,226.51,146.72,137.05,186.63,131.55,131.55,207.78,129.92,186.38,369.06,433.35,136.04,204.34,202.69,996.24,154.30,137.41,171.28,133.65,227.17,288.76,141.14,135.30,150.97,122.97,322.82,145.86,701.39,128.57,127.54,135.00,127.19,139.31,141.31,252.66,652.19,239.35,53.80
2017-02-03,dsm2,base,99,99065.88,73667.00,18854.00,-14436.00,-1039.50,104523.38,0.00,0.00,175.52,2.48,4.11,157.92,157.92,212.94,152.28,167.77,180.36,133.53,133.53,208.37,129.07,174.80,352.24,476.75,141.44,193.03,191.74,867.21,152.96,137.70,168.72,140.76,213.32,272.96,172.70,145.07,143.72,161.56,324.96,143.02,678.56,127.00,125.67,135.17,163.69,139.19,170.42,246.48,598.71,216.39,53.80
2017-02-04,dsm2,base,99,109265.80,75442.40,18783.00,-14424.00,-1013.78,114638.58,0.00,0.00,164.02,2.80,4.16,156.60,156.60,204.77,163.35,171.24,175.26,132.11,132.11,203.15,126.91,170.81,355.11,477.91,143.88,185.22,184.16,870.77,150.83,136.53,176.54,143.32,205.14,262.54,183.99,142.08,142.65,176.63,326.19,140.51,681.16,124.97,123.76,133.51,182.05,137.44,172.04,265.20,617.59,226.15,53.80
2017-02-05,dsm2,base,99,125126.86,77218.90,18271.00,-14469.00,-1164.78,130093.64,0.00,0.00,153.38,3.15,3.97,154.29,154.29,196.87,175.52,159.76,170.10,130.08,130.08,198.77,125.57,164.71,347.80,476.83,145.53,177.72,176.68,867.22,148.28,134.28,180.84,141.55,197.17,256.08,173.70,143.56,151.79,166.31,325.70,138.70,651.21,123.95,122.79,130.63,172.62,134.63,160.56,266.51,612.05,219.62,53.80
2017-02-06,dsm2,base,99,143745.93,82034.70,17500.00,-14456.00,-2537.42,149327.35,0.00,0.00,162.62,3.29,3.77,151.23,151.23,190.09,185.43,158.12,165.76,126.86,126.86,192.88,120.25,161.01,352.02,491.84,141.90,171.99,171.10,892.23,144.95,131.86,190.11,140.20,190.71,247.90,169.62,135.79,165.46,159.63,321.71,139.71,650.35,115.65,111.86,126.02,163.75,130.09,160.90,270.16,649.53,212.10,53.80
2017-02-07,dsm2,base,99,187647.88,84935.40,16921.00,-14256.00,-4424.58,194737.46,0.00,0.00,177.42,3.33,3.95,146.19,146.19,187.64,199.13,171.57,162.88,113.12,113.12,187.78,104.99,160.82,372.30,557.04,137.70,169.47,168.52,951.94,141.14,122.62,200.62,136.22,187.98,251.25,181.52,126.11,175.55,174.52,316.21,140.22,736.06,104.14,104.16,112.95,176.76,121.26,174.76,319.97,684.17,217.78,53.80
2017-02-08,dsm2,base,99,261316.00,95428.30,17004.00,-14191.00,-3855.52,267984.53,0.00,0.00,187.00,3.23,3.98,140.16,140.16,185.63,201.05,184.56,162.72,101.48,101.48,184.22,96.86,164.15,382.85,576.01,127.02,169.28,168.48,980.96,135.45,112.81,205.44,123.85,185.95,251.30,193.83,112.40,182.66,192.58,312.56,138.30,742.66,94.80,96.67,98.05,194.53,100.81,187.29,358.62,691.78,247.29,53.80
2017-02-09,dsm2,base,99,280872.68,100491.60,18358.00,-14112.00,-5471.41,290590.09,0.00,0.00,186.75,3.02,3.76,130.88,130.88,188.22,184.86,191.07,164.86,90.26,90.26,184.54,86.58,168.94,391.81,601.58,113.35,173.81,172.94,985.87,127.07,102.30,208.91,114.44,188.55,260.59,199.61,101.93,192.85,207.48,310.86,135.93,747.97,84.69,87.70,86.06,208.69,87.08,193.06,379.59,699.02,251.82,53.80
2017-02-10,dsm2,base,99,342129.50,97710.80,20063.00,-14184.00,-5755.82,353764.33,0.00,0.00,181.17,2.84,3.90,126.20,126.20,201.83,166.97,188.47,171.58,82.09,82.09,186.71,78.76,179.06,423.59,636.42,101.87,183.48,182.48,1055.88,121.52,92.52,208.91,105.16,202.06,291.51,197.36,93.83,208.07,210.77,315.15,135.34,842.91,77.68,81.19,78.28,211.67,78.66,190.21,464.70,735.33,263.06,53.80
2017-02-11,dsm2,base,99,360876.72,99958.10,22788.00,-14111.00,-4447.45,374001.18,0.00,0.00,185.08,2.59,3.91,119.95,119.95,219.90,145.11,187.16,182.72,73.80,73.80,195.70,70.06,195.05,429.44,628.60,93.24,197.73,196.85,1080.24,117.35,84.04,192.81,93.97,220.42,331.74,192.05,87.10,217.91,203.27,324.22,141.57,841.81,68.36,72.47,69.31,204.16,69.77,189.00,517.39,728.60,263.41,53.80
2017-02-12,dsm2,base,99,341521.60,99668.80,27596.00,-14292.00,-2029.58,356855.18,0.00,0.00,186.67,2.46,3.96,118.11,118.11,250.10,119.51,188.66,194.85,67.10,67.10,204.89,64.17,206.62,432.14,572.96,83.78,215.67,214.18,1097.66,117.20,76.60,175.82,79.58,251.73,378.15,192.52,79.75,221.06,199.73,337.82,146.68,841.01,63.42,64.91,63.87,198.94,64.17,190.33,494.83,719.44,239.32,53.80
2017-02-13,dsm2,base,99,305163.17,98780.00,32042.00,-14222.00,-1721.28,324704.46,0.00,0.00,178.17,2.24,3.92,126.69,126.69,312.13,100.75,184.42,210.52,64.17,64.17,215.94,61.05,226.07,409.11,517.63,77.56,247.91,245.13,1085.40,120.53,74.66,153.77,75.13,314.33,319.24,188.19,77.11,214.11,194.83,352.65,144.96,784.93,60.51,60.87,60.81,195.57,61.10,185.38,486.74,682.81,196.35,53.80
2017-02-14,dsm2,base,99,291508.30,93875.10,33950.00,-14503.00,113.98,310841.33,0.00,0.00,158.54,2.23,3.85,131.68,131.68,353.92,90.82,168.27,238.23,63.46,63.46,234.03,60.13,266.35,392.25,467.79,76.23,313.39,308.71,1078.30,124.16,75.40,133.05,72.09,353.82,201.65,173.18,77.10,206.90,177.92,365.20,142.29,765.73,60.33,59.84,60.26,183.98,60.42,168.49,421.88,646.74,176.35,53.80
2017-02-15,dsm2,base,99,295742.50,88707.30,34221.00,-14360.00,439.48,315164.03,0.00,0.00,148.17,2.74,4.25,132.69,132.69,251.49,83.21,153.10,273.81,67.27,67.27,265.40,64.51,304.86,370.99,437.03,77.01,331.49,331.02,1058.42,126.28,78.42,119.97,74.22,248.90,170.68,157.21,79.36,194.50,157.92,366.78,141.25,787.69,65.52,63.97,64.87,164.99,64.74,153.59,257.40,609.73,158.64,53.80
2017-02-16,dsm2,base,99,289884.25,86762.50,32279.00,-12550.00,165.91,309447.34,0.00,0.00,151.96,2.88,4.53,133.46,133.46,202.62,83.96,150.77,266.37,71.62,71.62,278.31,68.70,279.52,329.63,414.39,80.49,272.16,275.02,992.41,129.09,83.12,108.44,79.04,201.02,160.29,153.78,81.42,179.78,150.61,366.33,137.54,687.62,69.18,68.39,68.89,156.04,68.90,151.96,187.43,549.65,153.00,53.80
2017-02-17,dsm2,base,99,290988.73,86128.90,33263.00,-10309.00,-723.30,314666.03,0.00,0.00,150.92,2.88,4.07,129.43,129.43,190.10,92.97,151.72,244.85,73.26,73.26,262.00,69.85,249.62,288.04,413.96,83.51,242.61,244.67,870.63,126.93,84.94,106.16,85.46,189.02,162.05,154.87,83.85,169.10,153.42,369.60,130.76,443.76,69.92,69.73,69.92,157.38,70.13,152.81,168.03,493.53,155.19,53.80
2017-02-18,dsm2,base,99,295862.50,85928.70,35052.00,-8079.00,-966.80,323802.30,0.00,0.00,148.96,2.90,3.78,129.07,129.07,175.10,103.76,150.13,231.77,73.82,73.82,250.03,70.11,232.41,292.93,398.67,85.34,211.71,213.34,912.82,128.90,85.81,117.30,87.95,174.30,159.51,153.29,86.02,174.49,152.03,376.37,132.82,495.12,70.16,70.86,70.13,156.32,70.36,151.17,158.23,537.96,153.75,53.80
2017-02-19,dsm2,base,99,281811.17,85970.50,36000.00,-7679.00,-1783.78,311915.95,0.00,0.00,148.21,2.80,3.80,132.13,132.13,168.49,109.76,148.71,216.80,77.28,77.28,238.41,73.90,211.87,296.55,404.32,87.30,196.75,197.79,976.85,133.35,89.25,125.72,91.73,168.00,158.54,151.79,88.43,180.41,150.83,392.79,139.51,560.34,74.85,75.24,74.20,154.47,74.06,149.93,156.75,580.78,152.36,53.80
2017-02-20,dsm2,base,99,271262.75,85354.50,36421.00,-7652.00,-4803.78,304835.53,0.00,0.00,153.00,2.75,4.04,135.58,135.58,177.78,132.40,152.18,204.54,79.74,79.74,241.80,75.56,199.14,317.28,517.96,92.19,196.67,196.72,1014.83,137.30,92.80,138.15,104.83,177.52,167.76,154.40,91.99,178.18,156.49,405.21,141.66,704.78,75.40,77.79,75.75,157.02,76.34,153.94,164.21,608.50,156.55,53.80
2017-02-21,dsm2,base,99,319303.12,86044.20,37308.00,-7483.00,-5053.61,354181.73,0.00,0.00,153.08,2.66,4.29,136.00,136.00,193.14,155.29,154.54,205.51,79.35,79.35,242.85,75.32,206.25,336.04,572.58,95.38,215.13,214.61,1020.68,134.20,92.98,158.21,106.50,192.90,174.43,157.53,93.09,181.58,162.03,422.90,139.83,752.04,75.48,78.83,75.49,160.02,75.69,156.13,173.19,622.78,160.82,53.80
2017-02-22,dsm2,base,99,324081.47,87176.10,40263.00,-7062.00,-4333.82,361616.30,0.00,0.00,155.25,2.35,4.21,136.22,136.22,190.92,149.76,155.78,212.78,81.41,81.41,241.11,77.69,217.36,350.48,567.06,95.64,221.44,221.25,1020.89,132.64,93.29,174.65,103.46,190.49,171.10,158.41,94.59,189.91,162.45,435.29,145.27,734.29,78.20,81.02,77.96,161.04,78.03,157.28,172.22,630.15,161.33,53.80
2017-02-23,dsm2,base,99,289535.97,86958.30,40729.00,-7149.00,-3887.05,327003.03,0.00,0.00,161.12,2.20,3.74,143.48,143.48,184.76,144.54,160.16,215.27,82.02,82.02,242.50,76.95,218.58,362.95,568.87,96.72,213.77,213.88,1035.88,139.72,94.85,177.51,103.95,184.27,172.56,162.27,95.87,197.31,165.45,452.72,152.81,750.47,76.24,78.63,76.69,163.50,77.17,161.77,173.30,657.84,164.92,53.80
2017-02-24,dsm2,base,99,262542.92,85228.00,40067.00,-7857.00,-3176.88,297929.81,0.00,0.00,164.04,1.88,3.77,153.18,153.18,187.18,149.08,164.35,214.55,80.28,80.28,243.23,74.38,215.27,397.30,594.17,98.31,210.88,210.89,1104.90,148.39,96.50,187.87,105.46,187.07,176.59,166.68,97.99,202.03,169.94,483.96,157.95,875.74,73.90,74.64,74.24,168.68,74.78,165.70,176.40,723.13,169.68,53.80
2017-02-25,dsm2,base,99,243245.32,85034.40,39900.00,-7874.00,-231.38,275502.71,0.00,0.00,164.71,1.56,4.11,157.72,157.72,181.92,136.06,165.11,213.06,78.22,78.22,229.47,72.16,212.42,411.52,501.83,97.85,205.81,206.28,1113.15,150.75,95.29,182.81,93.23,181.76,172.14,167.83,98.75,198.07,167.44,524.90,157.13,898.93,71.79,71.44,72.14,170.22,72.70,166.07,172.51,716.44,168.76,53.80
2017-02-26,dsm2,base,99,234882.45,85026.70,39329.00,-7700.00,456.26,266055.19,0.00,0.00,157.67,1.43,4.09,157.26,157.26,174.50,109.98,161.17,205.21,76.43,76.43,223.48,70.61,199.60,397.52,454.37,96.65,187.34,187.74,1070.40,147.43,93.93,162.22,91.18,174.42,169.11,164.49,97.08,189.32,163.81,548.32,150.00,810.96,70.43,69.71,70.64,169.06,71.08,161.73,169.46,649.88,165.39,53.80
2017-02-27,dsm2,base,99,229266.20,84782.50,38663.00,-8097.00,267.46,259564.75,0.00,0.00,149.83,1.33,3.89,155.69,155.69,168.70,100.49,153.54,196.45,76.21,76.21,214.51,70.24,190.04,390.44,445.66,95.28,181.25,181.44,1035.79,139.36,92.90,145.24,88.40,168.60,161.72,157.03,95.76,183.83,156.31,540.41,141.67,758.39,70.19,69.44,70.30,161.58,70.66,154.05,162.25,607.08,157.90,53.80
2017-02-28,dsm2,base,99,216956.45,84739.60,37454.00,-7725.00,450.84,246234.62,0.00,0.00,146.04,1.26,3.76,149.02,149.02,161.04,97.50,148.01,187.87,76.07,76.07,206.66,70.32,180.18,390.53,433.41,94.74,173.74,173.95,1031.63,138.05,91.98,135.27,87.46,160.92,155.16,151.51,94.46,176.20,149.85,495.62,138.38,824.99,70.37,69.44,70.49,155.27,70.87,148.72,155.14,579.87,151.76,53.80
2017-03-01,dsm2,base,99,177197.60,83855.20,35346.00,-7194.00,620.24,204729.36,0.00,0.00,147.29,1.30,3.64,145.49,145.49,156.26,97.13,146.87,180.76,77.78,77.78,198.40,71.04,172.74,394.58,436.71,94.43,167.23,167.40,1019.96,138.77,95.11,132.91,88.69,156.17,151.92,149.75,93.15,169.60,147.43,428.95,135.24,858.26,72.29,69.96,74.84,150.98,87.01,147.53,150.58,558.60,149.18,53.80
2017-03-02,dsm2,base,99,156207.28,80643.20,33675.00,-7547.00,674.54,181660.75,0.00,0.00,153.96,1.45,3.74,146.65,146.65,154.86,99.40,151.35,175.63,82.33,82.33,193.83,77.23,168.44,395.08,445.61,95.13,164.62,164.71,995.02,140.18,96.95,135.50,89.71,154.89,153.61,153.78,94.06,164.86,150.11,358.86,133.49,863.84,82.30,80.62,89.77,152.97,104.33,152.28,151.45,548.78,152.26,53.80
2017-03-03,dsm2,base,99,142364.88,79082.30,32987.00,-6481.00,695.76,168175.13,0.00,0.00,152.79,1.79,3.89,146.24,146.24,159.55,101.38,153.71,173.09,95.49,95.49,191.04,93.62,167.30,383.06,443.21,95.91,165.77,165.76,966.01,141.89,104.71,134.12,97.58,159.53,158.96,156.66,100.80,163.51,154.76,311.06,135.91,870.87,98.83,98.72,107.73,158.52,117.55,154.34,157.50,535.62,156.09,53.80
2017-03-04,dsm2,base,99,134414.28,78478.40,32746.00,-5552.00,202.96,161405.32,0.00,0.00,147.88,2.32,3.87,145.36,145.36,162.85,104.89,150.26,172.16,109.94,109.94,188.15,108.09,168.91,359.67,435.40,101.14,169.87,169.80,926.94,143.30,116.06,133.52,109.96,162.73,157.45,153.60,110.71,164.10,152.62,280.82,140.25,797.05,110.10,109.95,118.98,156.24,125.28,150.86,156.92,522.72,153.65,53.80
2017-03-05,dsm2,base,99,128498.55,77872.30,32550.00,-5309.00,-334.97,156074.52,0.00,0.00,144.96,2.97,3.85,146.93,146.93,160.23,115.36,146.33,171.65,117.48,117.48,186.07,114.80,169.35,343.38,430.72,110.61,169.05,169.11,911.82,146.43,123.31,138.90,121.15,160.09,153.44,149.52,120.28,163.33,148.17,261.15,144.25,784.56,114.81,114.97,124.97,151.19,130.69,147.12,152.71,530.41,149.53,53.80
2017-03-06,dsm2,base,99,117751.00,76993.40,32430.00,-5299.00,-144.70,145026.71,0.00,0.00,143.92,3.35,3.90,149.57,149.57,157.77,130.47,144.55,169.81,122.47,122.47,185.43,118.88,167.47,324.78,423.61,120.26,166.05,166.16,902.26,149.14,127.13,147.24,127.38,157.56,151.41,147.73,125.90,161.47,145.80,251.15,146.41,738.55,117.56,117.25,129.41,148.95,134.80,145.40,149.77,548.34,147.47,53.80
2017-03-07,dsm2,base,99,108741.65,75326.90,31754.00,-5300.00,219.90,134975.75,0.00,0.00,142.12,3.87,3.98,151.42,151.42,157.10,142.84,143.19,168.18,125.64,125.64,185.03,120.72,166.04,310.47,411.06,127.22,164.60,164.74,895.06,150.48,130.00,153.46,131.14,156.94,150.79,146.71,132.45,160.50,144.93,248.29,146.98,702.03,119.02,118.87,132.23,148.35,136.72,144.00,148.89,553.87,146.31,53.80
2017-03-08,dsm2,base,99,101987.93,74163.10,31033.00,-5581.00,464.79,126975.14,0.00,0.00,145.04,4.04,3.98,152.23,152.23,156.71,151.57,144.16,167.15,128.14,128.14,184.41,122.74,165.45,292.49,396.81,133.30,164.36,164.48,879.40,151.03,131.98,159.77,133.54,156.60,150.05,147.48,138.56,160.97,144.42,247.55,147.65,650.44,121.09,120.91,133.82,147.93,137.42,145.19,147.69,556.97,146.48,53.80
2017-03-09,dsm2,base,99,95996.43,72817.80,30804.00,-5283.00,602.42,120915.00,0.00,0.00,145.75,3.99,3.87,152.48,152.48,157.26,157.56,146.05,166.27,130.26,130.26,183.26,124.74,164.64,279.30,376.37,139.09,163.68,163.74,856.75,151.56,133.93,164.82,135.24,157.21,152.67,149.64,139.85,161.68,146.93,246.11,148.79,593.42,123.87,124.58,135.26,151.04,139.25,146.93,150.06,560.74,148.61,53.80
2017-03-10,dsm2,base,99,89162.69,71491.20,30696.00,-5378.00,690.56,113790.13,0.00,0.00,139.79,3.87,3.86,153.11,153.11,157.39,158.48,142.97,165.77,132.92,132.92,181.40,128.35,164.74,273.29,351.99,140.85,163.92,164.00,856.87,152.51,136.08,167.09,135.63,157.28,151.63,147.26,146.16,163.33,146.10,243.54,150.21,579.40,127.43,127.00,137.77,150.79,141.17,143.40,150.26,565.89,146.58,53.80
2017-03-11,dsm2,base,99,84569.83,70372.50,30575.00,-5293.00,1002.26,108849.57,0.00,0.00,134.92,3.51,3.90,154.13,154.13,154.00,155.85,137.68,165.43,135.30,135.30,180.88,130.29,164.22,262.41,329.86,143.51,162.58,162.73,844.19,153.62,138.54,165.95,136.57,153.78,145.72,141.95,149.08,164.80,140.40,239.44,151.37,570.38,128.78,128.51,139.54,145.73,142.93,138.16,144.75,552.11,141.04,53.80
2017-03-12,dsm2,base,99,82031.51,69646.50,30453.00,-5075.00,983.92,106425.59,0.00,0.00,133.00,3.04,3.94,155.22,155.22,148.62,152.17,134.36,164.08,136.61,136.61,180.48,131.80,161.31,253.00,313.69,148.02,158.24,158.46,812.40,154.54,140.20,165.44,137.74,148.43,140.95,138.21,153.78,163.35,136.12,234.62,151.89,553.89,130.29,128.78,141.03,141.39,144.55,134.96,139.77,536.68,137.15,53.80
2017-03-13,dsm2,base,99,80413.50,68874.30,30331.00,-4489.00,1058.95,105196.54,0.00,0.00,132.92,2.55,4.05,156.12,156.12,144.43,148.69,133.52,161.33,137.54,137.54,178.53,132.29,157.10,249.17,303.59,149.66,153.38,153.63,795.61,154.88,141.58,164.09,139.23,144.20,139.00,137.13,157.12,159.45,134.56,229.92,150.59,546.99,129.82,127.78,141.82,139.66,145.21,134.21,137.37,520.99,135.83,53.80
2017-03-14,dsm2,base,99,79304.94,68102.10,29958.00,-3829.00,1129.56,104304.37,0.00,0.00,130.88,2.12,4.10,156.45,156.45,142.78,146.50,132.45,158.25,137.21,137.21,175.87,131.81,153.53,245.31,297.50,151.97,150.57,150.72,764.22,153.83,141.96,162.77,139.97,142.73,138.27,136.38,161.53,155.74,134.05,225.54,148.14,551.56,129.02,126.79,141.64,139.91,145.02,133.05,136.87,496.06,135.15,53.80
2017-03-15,dsm2,base,99,77232.36,66239.80,29213.00,-3196.00,713.55,102535.82,0.00,0.00,128.12,1.86,4.16,155.42,155.42,141.24,144.92,129.69,155.85,136.55,136.55,171.74,130.90,151.22,247.31,294.55,153.07,148.83,148.99,754.91,151.83,141.56,161.24,139.86,141.10,135.91,133.87,162.52,153.32,131.69,220.46,146.20,588.69,128.23,125.79,140.62,136.81,144.41,130.30,135.00,481.46,132.93,53.80
2017-03-16,dsm2,base,99,74891.11,64039.80,28608.00,-2930.00,858.44,99710.68,0.00,0.00,130.88,1.91,4.14,153.60,153.60,138.72,144.03,130.05,153.67,135.93,135.93,169.26,129.96,148.78,250.04,292.23,154.87,146.12,146.29,736.71,149.98,140.57,160.85,139.16,138.57,133.99,133.63,162.96,151.41,130.03,214.36,144.93,598.48,127.66,125.91,139.26,134.78,142.99,130.95,132.40,466.84,132.01,53.80
2017-03-17,dsm2,base,99,72176.77,61598.90,28650.00,-5497.00,1019.66,94310.12,0.00,0.00,127.92,1.99,4.01,151.90,151.90,139.36,143.44,129.79,151.44,135.52,135.52,167.37,130.00,146.65,252.50,287.61,154.61,144.45,144.57,723.11,148.51,139.46,160.12,138.01,139.26,136.05,133.93,162.25,148.70,131.70,210.23,143.96,601.33,128.79,127.45,138.35,137.58,141.66,130.41,134.65,462.06,132.96,53.80
2017-03-18,dsm2,base,99,69659.01,59305.40,28796.00,-3895.00,694.82,93865.20,0.00,0.00,125.92,2.24,4.03,150.36,150.36,139.11,142.91,127.19,150.42,135.89,135.89,165.02,131.30,146.76,254.38,286.59,154.04,145.46,145.55,722.51,147.29,139.08,161.13,137.47,139.10,133.21,131.04,157.47,147.06,128.91,209.04,142.93,600.58,130.42,128.38,138.64,133.69,141.14,127.88,132.23,465.85,130.08,53.80
2017-03-19,dsm2,base,99,69392.51,59166.80,28733.00,-3747.00,759.17,93619.34,0.00,0.00,124.00,2.58,4.07,149.17,149.17,136.72,142.51,125.18,149.42,136.63,136.63,164.37,132.13,145.49,249.57,287.98,155.86,143.62,143.74,712.01,146.30,139.27,161.89,137.70,136.61,131.10,129.05,162.33,145.84,126.83,208.99,142.29,588.15,130.47,127.35,138.27,131.55,140.60,125.87,129.91,463.60,128.00,53.80
2017-03-20,dsm2,base,99,76696.30,65675.50,28463.00,-3757.00,-18.32,101420.63,0.00,0.00,124.12,2.68,4.22,148.12,148.12,135.06,145.31,124.15,148.20,136.29,136.29,163.31,131.11,144.08,245.62,302.05,159.51,142.10,142.25,698.13,145.47,139.24,164.95,140.41,134.96,130.06,129.75,166.94,144.10,125.21,209.36,141.45,568.67,124.82,110.43,137.34,129.96,139.71,125.14,128.63,461.92,127.41,53.80
2017-03-21,dsm2,base,99,90690.15,71528.60,28217.00,-3782.00,-915.39,116040.54,0.00,0.00,127.04,2.73,4.24,147.22,147.22,135.72,152.15,126.16,147.89,129.83,129.83,164.54,116.28,143.58,243.00,310.77,156.62,142.07,142.19,691.45,144.54,137.00,166.92,140.88,135.55,131.94,132.78,155.93,143.37,126.21,210.52,136.89,556.02,106.43,98.15,129.63,131.84,134.74,127.42,130.01,458.42,129.74,53.80
2017-03-22,dsm2,base,99,102883.18,73431.60,28296.00,-3816.00,-2449.26,129812.45,0.00,0.00,128.08,2.96,3.99,145.10,145.10,140.26,162.87,128.43,148.47,116.54,116.54,168.07,108.99,144.91,245.44,334.39,150.85,145.03,145.04,684.83,141.45,126.67,168.56,133.39,140.12,137.93,139.35,139.38,144.79,130.07,215.05,136.15,523.51,108.53,106.17,122.57,138.35,127.75,130.17,135.94,462.52,135.15,53.80
2017-03-23,dsm2,base,99,110742.49,74781.30,28467.00,-3841.00,-1259.85,136628.33,0.00,0.00,129.92,2.92,3.90,143.00,143.00,147.30,172.01,131.48,150.62,118.61,118.61,174.11,114.45,149.29,255.46,355.14,138.15,151.54,151.42,728.60,140.87,123.97,170.60,130.00,147.06,142.83,144.45,123.78,149.39,133.06,224.58,140.28,557.32,113.03,106.56,124.73,149.79,130.16,133.35,140.78,491.98,139.35,53.80
2017-03-24,dsm2,base,99,111057.86,75271.90,28242.00,-3833.00,-3013.55,138480.41,0.00,0.00,128.08,2.16,3.63,144.11,144.11,151.03,175.72,130.24,154.81,116.77,116.77,178.13,110.42,155.67,266.78,373.82,130.14,157.99,157.79,763.18,143.72,125.03,173.51,132.67,151.00,144.51,143.84,124.47,155.33,134.41,234.70,143.78,590.64,103.63,93.93,122.77,147.76,130.30,132.00,144.58,516.37,140.21,53.80
2017-03-25,dsm2,base,99,108973.78,74495.30,28375.00,-3840.00,-1616.25,135125.02,0.00,0.00,130.12,2.02,3.57,146.90,146.90,149.44,173.13,131.27,159.34,106.26,106.26,182.18,99.38,160.26,293.32,389.59,127.86,159.99,159.98,804.81,146.13,119.29,184.68,126.31,149.35,142.63,143.59,121.44,162.78,133.23,244.49,145.16,593.81,92.59,84.51,118.01,149.42,131.04,133.17,142.03,554.73,139.44,53.80
2017-03-26,dsm2,base,99,109367.20,74660.30,28758.00,-3849.00,-1127.85,135404.05,0.00,0.00,133.00,1.88,3.62,148.05,148.05,150.06,165.47,133.52,160.65,100.69,100.69,185.12,92.85,161.38,316.02,403.48,124.35,158.94,158.95,831.44,148.93,114.50,186.29,117.19,149.94,143.85,143.86,114.88,166.98,135.41,253.91,146.06,646.83,87.00,81.17,112.47,150.31,125.84,135.24,143.46,554.25,140.69,53.80
2017-03-27,dsm2,base,99,109421.45,74080.60,28946.00,-3858.00,592.86,133916.59,0.00,0.00,132.96,1.89,3.74,148.27,148.27,149.11,151.82,134.36,161.22,96.54,96.54,182.42,88.74,161.55,324.13,391.59,118.83,158.17,158.34,815.65,148.52,111.26,181.56,109.09,148.93,142.57,140.45,109.85,168.23,136.22,258.49,144.27,652.66,84.29,80.23,109.08,147.79,122.42,135.35,142.02,544.62,138.95,53.80
2017-03-28,dsm2,base,99,107332.91,75208.10,28848.00,-3826.00,885.29,131469.62,0.00,0.00,132.08,1.79,3.73,148.56,148.56,146.47,137.92,133.86,161.24,95.51,95.51,181.33,87.88,159.93,321.48,378.44,114.55,155.53,155.74,795.80,147.11,109.33,170.52,104.46,146.26,140.82,139.58,107.89,167.78,135.67,258.52,141.90,669.61,84.73,82.42,108.68,145.93,120.71,134.81,139.80,522.77,137.81,53.80
2017-03-29,dsm2,base,99,102763.22,77894.30,28650.00,-3856.00,1403.42,126153.79,0.00,0.00,133.96,1.53,3.70,147.34,147.34,145.08,127.93,134.57,159.79,97.54,97.54,178.65,89.91,156.94,316.18,370.02,112.11,153.13,153.35,778.12,144.64,109.45,162.30,105.11,145.07,139.61,139.48,108.53,165.91,135.26,255.85,140.25,636.41,87.19,85.30,111.85,145.95,124.38,135.46,138.35,509.45,137.29,53.80
2017-03-30,dsm2,base,99,95726.92,79688.40,28296.00,-3865.00,690.18,119467.74,0.00,0.00,133.04,1.44,3.70,146.26,146.26,144.23,121.12,134.22,157.74,100.48,100.48,174.45,91.67,154.11,316.68,364.25,111.60,151.07,151.24,775.40,142.92,110.48,154.77,106.47,144.14,139.87,138.76,114.31,162.14,135.74,250.46,138.25,659.86,88.96,86.97,115.80,143.78,126.65,134.92,139.05,496.63,137.23,53.80
2017-03-31,dsm2,base,99,87821.25,77064.90,27558.00,-5246.00,996.23,109137.03,0.00,0.00,134.17,1.54,3.77,144.69,144.69,143.44,118.22,134.37,155.84,102.39,102.39,171.61,92.79,152.34,314.69,364.48,114.14,150.02,150.17,764.59,141.55,111.62,148.76,107.53,143.42,138.80,139.17,120.73,157.59,134.84,244.40,135.83,654.98,91.60,93.27,118.03,142.72,126.84,135.17,137.60,483.71,136.77,53.80
2017-04-01,dsm2,base,99,83100.87,73999.20,26675.00,-3960.00,1742.48,104073.39,0.00,0.00,138.08,1.91,3.87,143.29,143.29,143.04,117.53,137.25,154.23,105.76,105.76,169.80,98.78,150.78,307.55,360.92,117.97,148.56,148.77,745.35,140.07,112.08,143.73,108.32,142.95,139.27,140.49,128.94,153.73,136.76,238.40,135.31,631.52,99.63,101.24,118.04,144.06,126.34,137.81,137.53,476.53,137.87,53.80
