datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2017-06-13,dsm2,base,99,35681.08,33794.20,12844.00,-11441.00,3142.51,33941.57,0.00,0.00,86.96,2.05,4.15,121.94,121.94,139.44,183.49,93.39,130.79,101.84,101.84,151.05,99.52,127.96,426.69,419.87,677.07,132.07,131.63,365.41,119.43,115.61,469.74,103.82,139.78,161.43,102.35,563.14,109.12,97.09,178.48,114.21,364.82,103.47,109.19,108.06,101.24,112.15,93.67,160.19,310.42,114.67,54.40
2017-06-14,dsm2,base,99,33621.81,31870.30,12795.00,-11217.00,3586.41,31613.40,0.00,0.00,86.08,2.27,4.15,121.53,121.53,136.64,186.24,90.57,130.35,104.90,104.90,151.71,105.02,126.34,432.06,428.28,775.75,129.88,129.65,372.72,120.10,123.30,515.08,105.41,136.85,161.01,99.49,712.85,108.58,93.84,178.88,115.66,370.77,108.00,113.53,111.46,99.06,114.42,91.24,158.94,313.33,134.22,54.40
2017-06-15,dsm2,base,99,31840.84,30252.20,13120.00,-11463.00,3607.57,29890.27,0.00,0.00,87.75,2.47,4.18,121.31,121.31,134.62,192.04,90.94,129.59,108.42,108.42,151.76,109.73,125.33,442.85,434.88,940.59,128.28,128.05,381.62,121.15,135.22,590.28,108.40,134.81,157.24,98.52,916.66,109.81,92.69,179.62,117.47,378.46,111.07,116.19,114.65,99.27,116.74,91.82,155.96,314.43,126.21,54.40
2017-06-16,dsm2,base,99,28668.27,27254.70,13487.00,-10907.00,3996.31,27251.97,0.00,0.00,81.88,2.68,4.22,121.67,121.67,133.67,202.73,89.75,129.39,112.48,112.48,151.70,113.18,125.07,465.45,441.89,1147.58,127.48,127.29,390.02,122.38,158.00,708.62,112.63,133.86,156.86,99.21,1144.33,111.29,94.04,180.80,119.35,394.63,113.35,117.97,117.09,100.08,118.87,90.10,155.65,316.32,123.56,58.00
2017-06-17,dsm2,base,99,26720.56,25477.10,13724.00,-11216.00,4225.64,25002.91,0.00,0.00,79.00,2.80,4.20,122.40,122.40,133.92,219.97,85.30,129.42,117.91,117.91,151.75,115.79,125.50,509.39,452.89,1402.17,127.58,127.41,399.38,123.75,199.00,866.80,118.71,134.08,158.03,94.80,1464.07,112.16,90.30,182.28,121.37,420.78,115.05,118.55,119.14,97.11,120.78,85.90,156.12,319.24,116.97,59.60
2017-06-18,dsm2,base,99,25193.04,24007.50,13812.00,-10876.00,4617.62,23511.41,0.00,0.00,79.08,2.77,4.15,123.63,123.63,134.21,242.82,84.17,130.18,123.35,123.35,152.63,117.70,126.39,570.85,472.94,1696.10,127.97,127.81,407.84,125.23,245.19,1044.29,125.10,134.37,159.91,93.55,1690.36,112.57,87.23,183.99,123.49,462.87,116.02,117.24,120.95,90.73,122.53,85.08,158.97,326.26,123.65,59.60
2017-06-19,dsm2,base,99,24060.55,22969.10,13889.00,-10942.00,4382.87,22624.67,0.00,0.00,81.04,2.75,4.11,125.09,125.09,134.57,272.11,84.79,130.81,134.62,134.62,152.79,119.19,127.25,649.57,509.30,2001.71,128.51,128.40,418.36,126.65,297.77,1247.58,136.86,134.66,159.31,93.22,1904.07,113.18,86.96,184.44,125.34,520.25,116.16,114.55,122.35,92.33,123.88,85.71,159.10,335.90,121.26,59.60
2017-06-20,dsm2,base,99,23414.65,22408.10,13791.00,-11266.00,4375.02,21564.63,0.00,0.00,82.04,2.63,4.03,126.68,126.68,135.52,322.00,86.17,131.58,144.19,144.19,153.15,119.78,128.23,755.97,561.25,2261.78,129.30,129.18,431.09,127.87,346.29,1443.05,150.72,135.67,162.00,94.70,2083.76,112.82,87.96,183.35,126.71,576.10,115.32,113.53,122.93,89.79,124.80,87.08,162.88,351.14,124.19,60.20
2017-06-21,dsm2,base,99,22203.69,21069.40,13927.00,-11416.00,4533.66,20181.03,0.00,0.00,82.83,2.51,3.94,128.36,128.36,136.20,373.17,87.31,132.69,152.88,152.88,154.49,119.84,129.09,864.35,627.82,2485.41,129.89,129.87,443.78,128.96,383.30,1634.33,162.76,136.33,162.65,96.19,2219.62,112.24,89.21,181.83,127.77,630.16,114.91,112.48,123.20,92.01,125.21,88.25,161.84,368.74,125.84,61.20
2017-06-22,dsm2,base,99,21670.68,20300.50,14063.00,-11336.00,4747.26,19650.42,0.00,0.00,78.96,2.31,3.92,129.85,129.85,137.43,429.81,86.35,133.64,157.35,157.35,156.31,119.68,129.95,973.64,702.91,2656.65,130.90,130.77,457.26,130.01,410.12,1785.33,172.73,137.62,164.86,97.15,2329.31,111.52,90.41,181.23,128.67,653.36,114.75,109.79,123.46,98.79,126.15,86.97,163.78,389.71,125.14,61.60
2017-06-23,dsm2,base,99,20985.32,19648.20,14689.00,-11450.00,3899.69,20324.63,0.58,0.00,77.92,2.07,3.95,131.14,131.14,138.52,505.32,82.85,134.45,166.60,166.60,156.87,119.88,130.61,1086.01,783.77,2866.42,131.72,131.56,473.15,130.86,442.80,1957.94,182.47,138.69,165.93,91.77,2428.74,110.84,86.89,181.40,128.95,686.12,114.06,109.78,123.94,97.94,126.74,83.45,164.73,413.58,129.85,62.40
2017-06-24,dsm2,base,99,20313.33,19046.50,15462.00,-11058.00,3673.14,21044.19,1.00,0.00,76.04,1.92,4.03,132.43,132.43,140.00,561.98,80.69,134.44,176.36,176.36,156.21,120.36,130.77,1189.29,870.75,3017.34,132.25,132.06,492.40,131.63,476.56,2096.26,196.05,140.01,167.10,88.22,2626.18,110.87,84.07,182.04,129.57,739.83,113.84,113.47,124.94,93.82,128.10,81.21,162.75,442.79,119.84,63.20
2017-06-25,dsm2,base,99,19201.80,17969.60,16264.00,-11028.00,3307.28,21130.53,1.00,0.00,76.62,1.88,4.11,133.63,133.63,138.50,629.87,79.54,134.55,192.34,192.34,155.99,121.32,130.81,1296.37,960.76,3336.82,131.67,131.55,518.41,132.21,529.56,2306.24,215.46,138.60,161.82,84.94,2903.16,112.27,81.40,183.01,129.17,845.01,114.63,109.83,125.41,86.25,128.40,80.19,153.18,470.85,145.66,63.20
2017-06-26,dsm2,base,99,18325.06,17057.70,16899.00,-11054.00,3167.29,21002.77,1.00,0.00,67.83,2.10,4.14,134.90,134.90,137.99,698.58,75.49,134.68,211.82,211.82,155.61,122.16,130.86,1415.55,1054.52,3689.33,131.77,131.64,547.63,132.54,600.07,2549.56,245.55,138.21,159.91,82.12,3161.72,111.77,81.37,183.93,127.51,934.90,115.23,108.72,126.00,80.74,129.04,75.38,147.18,504.26,106.71,63.20
2017-06-27,dsm2,base,99,18349.16,16805.80,17173.00,-11063.00,3283.27,21175.90,1.00,0.00,63.88,2.49,4.14,136.13,136.13,139.20,767.42,68.87,134.60,223.20,219.46,155.27,123.10,130.87,1544.67,1155.97,3999.67,132.22,132.03,580.77,132.95,626.11,2763.76,278.94,139.35,161.84,74.39,3320.81,108.30,72.84,184.62,125.93,1002.19,114.43,109.45,126.61,72.32,129.33,69.17,144.67,544.55,99.04,63.20
2017-06-28,dsm2,base,99,18496.21,16578.10,17157.00,-11110.00,3623.54,20919.68,1.00,0.00,60.96,2.87,4.16,136.91,136.91,140.55,839.73,65.64,134.80,228.23,228.23,155.30,123.83,130.79,1695.91,1264.25,4296.67,132.58,132.33,618.37,133.10,669.20,2976.01,302.26,140.71,161.86,71.58,3508.06,104.68,69.03,185.21,124.01,1158.96,113.97,110.43,126.50,69.07,128.72,66.08,141.23,587.50,91.62,63.20
2017-06-29,dsm2,base,99,18678.26,16442.80,16657.00,-11531.00,3674.46,20129.81,1.00,0.00,60.12,3.23,4.19,137.46,137.46,141.16,924.37,63.78,134.68,232.60,231.97,155.43,124.38,130.46,1912.80,1399.08,4650.20,132.46,132.26,659.16,132.80,735.89,3228.85,324.44,141.35,162.36,69.87,3855.11,101.40,66.41,185.73,122.15,1357.91,114.35,111.42,126.15,67.00,128.13,64.35,140.10,635.43,89.68,64.00
2017-06-30,dsm2,base,99,18311.32,15940.10,15951.00,-11302.00,3607.19,19353.14,1.00,0.00,63.12,3.35,4.31,138.30,138.30,140.56,1024.89,64.72,134.29,258.11,258.11,154.89,125.04,129.73,2137.09,1565.86,5047.85,131.86,131.72,721.48,132.17,832.24,3516.40,359.02,140.79,162.37,70.19,4167.60,98.71,65.51,186.11,120.71,1542.28,115.10,111.62,125.81,66.91,127.37,65.57,140.04,700.68,92.40,65.80
2017-07-01,dsm2,base,99,17654.81,15274.60,15269.00,-11287.00,3598.88,18037.94,1.00,0.00,66.17,3.38,4.39,139.97,139.97,138.80,1162.90,67.67,133.54,313.72,313.72,154.12,126.91,128.64,2403.83,1770.39,5560.43,130.82,130.67,819.06,131.52,1022.81,3932.67,415.65,139.01,161.47,73.40,4871.17,97.28,68.01,186.40,119.77,1813.15,115.81,112.34,125.76,71.13,126.88,68.50,139.74,778.75,101.32,66.20
2017-07-02,dsm2,base,99,17734.28,15329.60,14440.00,-11703.00,3527.38,16943.90,1.00,0.00,70.50,3.36,4.26,145.18,145.18,136.97,1354.07,71.21,132.82,405.39,405.39,152.64,130.42,127.61,2732.01,2017.68,6219.58,129.65,129.50,950.03,130.99,1318.97,4431.59,514.97,137.18,162.25,77.44,5473.37,96.50,70.88,186.67,119.17,2148.81,116.27,111.27,126.19,75.97,126.66,72.17,140.18,853.11,112.14,66.20
2017-07-03,dsm2,base,99,16806.32,14436.40,13671.00,-11496.00,3708.04,15273.28,1.00,0.00,82.08,3.25,4.19,147.65,147.65,135.41,1494.87,78.97,132.13,430.92,430.92,151.97,132.58,126.67,3018.73,2271.15,6551.59,128.47,128.36,1015.48,130.36,1374.36,4699.94,567.44,135.64,159.40,84.49,5528.42,96.10,74.98,186.86,118.55,2369.70,116.41,107.96,126.20,81.25,126.15,80.55,140.86,926.78,114.87,66.20
2017-07-04,dsm2,base,99,16153.30,13899.60,13112.00,-11699.00,3675.91,13890.40,1.00,0.00,84.12,2.97,4.20,147.97,147.97,133.88,1676.90,86.76,131.69,472.04,472.04,152.19,134.93,125.91,3321.95,2516.72,6775.05,127.26,127.19,1086.14,129.88,1497.66,5012.91,618.80,134.07,157.03,95.36,5789.75,97.04,85.28,186.87,118.28,2492.61,116.26,109.21,125.95,89.88,125.78,87.62,142.80,1011.48,120.84,66.20
2017-07-05,dsm2,base,99,15683.39,13491.50,12504.00,-11307.00,3621.12,13259.27,1.00,0.00,87.62,2.59,4.18,151.24,151.24,131.87,1852.80,89.20,131.16,542.36,542.36,152.27,139.28,125.18,3623.40,2769.44,7065.58,126.18,126.14,1146.12,129.57,1682.26,5317.64,692.13,132.08,153.09,98.00,6076.26,98.81,89.33,186.67,118.25,2635.02,115.63,111.86,126.46,94.83,125.87,90.14,142.85,1131.83,122.93,66.20
2017-07-06,dsm2,base,99,15822.28,13506.90,11748.00,-7027.00,4097.13,16446.15,1.00,0.00,102.58,2.32,4.11,152.11,152.11,132.44,2007.74,97.49,130.63,579.80,579.80,152.44,142.94,124.95,3878.40,3020.83,7338.98,126.16,126.06,1207.91,129.31,1758.42,5618.74,762.83,132.53,155.84,103.60,6198.18,100.41,92.35,186.31,118.29,2706.77,115.50,113.79,126.89,99.03,126.07,99.39,141.79,1227.94,105.57,66.20
2017-07-07,dsm2,base,99,15898.72,13647.70,11047.00,-4580.00,4399.06,17966.66,1.00,0.00,116.42,1.99,4.01,144.53,144.53,139.23,2149.45,112.74,130.16,539.79,539.79,153.18,141.54,126.09,4029.78,3254.31,7354.28,128.93,128.53,1260.62,128.68,1632.77,5751.01,779.27,139.38,152.40,121.55,5772.52,101.75,104.63,185.86,118.14,2722.26,116.19,116.39,126.78,105.83,125.84,114.75,148.40,1305.06,106.47,66.20
2017-07-08,dsm2,base,99,15583.88,13472.80,10586.00,-5759.00,4242.98,16167.90,1.00,0.00,126.04,1.61,4.01,138.97,138.97,147.34,2233.69,125.10,130.27,455.19,455.19,153.66,137.23,127.42,4116.24,3409.09,7195.71,132.13,131.46,1260.24,128.20,1396.64,5705.81,758.98,147.70,144.27,135.95,5281.66,103.86,118.87,185.36,118.57,2650.76,117.48,119.97,125.77,120.51,125.32,126.73,158.65,1365.97,123.81,66.20
2017-07-09,dsm2,base,99,15215.17,13335.30,10231.00,-11623.00,4218.73,9604.44,1.00,0.00,126.71,1.39,4.13,143.26,143.26,141.03,2349.06,131.78,131.18,466.76,466.76,156.03,136.28,126.72,4189.68,3541.47,7177.73,128.55,128.32,1315.70,128.46,1422.25,5732.68,757.50,141.35,172.35,145.40,5409.80,107.26,129.45,184.87,120.66,2518.09,118.93,124.41,125.70,137.43,125.40,132.84,175.86,1443.29,151.64,66.20
2017-07-10,dsm2,base,99,15261.27,13545.40,10089.00,-11742.00,3987.64,9620.64,1.00,0.00,119.58,1.41,4.24,154.45,154.45,132.38,2525.86,129.81,131.64,540.56,540.56,158.19,140.14,126.10,4299.31,3678.09,7497.76,126.32,126.39,1456.93,129.22,1610.34,5970.76,826.38,132.54,157.90,143.19,6053.34,111.81,133.87,185.04,123.55,2629.29,120.80,127.66,126.52,139.51,126.24,130.09,150.36,1548.18,152.32,66.20
2017-07-11,dsm2,base,99,15231.90,13493.70,9781.00,-11742.00,3726.57,9544.33,1.00,0.00,110.12,1.57,4.14,166.52,166.52,129.44,2691.54,121.70,132.56,618.28,618.28,158.91,144.42,126.84,4451.09,3809.61,7971.51,126.53,126.65,1670.03,130.16,1856.85,6292.27,935.21,129.52,146.93,135.05,6867.03,116.70,130.02,186.27,126.33,2687.47,123.22,126.79,127.74,133.21,127.25,121.61,144.18,1657.81,143.01,66.20
2017-07-12,dsm2,base,99,15063.48,13284.70,9109.00,-11778.00,3421.61,8972.87,1.00,0.00,113.71,1.85,4.03,167.36,167.36,129.85,2735.13,116.23,133.40,610.91,610.91,158.87,144.50,128.16,4525.19,3942.42,8249.73,127.62,127.67,1683.28,130.95,1831.88,6396.84,999.20,129.95,144.54,128.02,6899.13,122.72,121.65,188.36,128.86,2682.89,125.66,124.37,128.71,126.19,128.54,117.56,143.64,1693.21,136.87,66.20
2017-07-13,dsm2,base,99,14870.90,13224.20,8488.00,-11613.00,3786.37,7959.53,1.00,0.00,130.83,2.18,4.00,169.49,169.49,130.95,2799.99,123.55,134.46,606.98,606.98,159.42,145.92,129.68,4610.92,4025.59,8561.14,128.81,129.00,1688.86,132.09,1914.34,6572.69,1027.08,131.02,144.00,133.55,7182.90,128.58,119.38,190.40,131.30,2716.09,126.64,120.74,130.47,127.32,130.23,126.63,140.61,1732.30,136.81,70.80
2017-07-14,dsm2,base,99,14530.10,13046.00,8018.00,-12054.00,3870.69,6623.42,1.00,0.00,150.00,2.32,4.07,183.40,183.40,132.44,2930.86,141.34,135.82,712.14,712.14,159.89,153.58,131.59,4802.79,4119.39,8951.38,130.74,130.90,1751.69,133.61,2148.02,6833.58,1067.60,132.49,144.24,150.06,7704.51,133.45,127.61,191.53,133.30,2825.13,126.49,120.79,132.87,137.68,132.04,145.02,140.01,1817.60,142.65,70.80
2017-07-15,dsm2,base,99,15425.96,14125.10,7780.00,-11685.00,4395.96,7125.00,1.00,0.00,147.00,2.54,4.09,207.51,207.51,134.51,3139.86,156.18,137.58,878.61,878.61,160.69,165.89,133.86,5077.33,4271.19,9569.22,133.29,133.40,1899.96,135.49,2565.12,7318.86,1250.95,134.56,147.60,168.40,8569.98,136.61,143.57,191.33,134.96,3074.82,125.86,123.11,136.45,149.27,134.28,157.04,145.23,1940.09,147.57,70.80
2017-07-16,dsm2,base,99,16992.07,15848.80,7741.00,-11347.00,4242.85,9143.22,1.00,0.00,139.00,2.65,4.18,238.42,238.42,137.05,3356.61,152.29,139.36,1052.04,1052.04,160.87,181.22,135.98,5388.98,4461.32,10227.52,135.51,135.55,2031.90,137.59,2932.20,7845.01,1437.09,137.06,146.92,172.10,9074.19,138.91,157.22,190.08,136.10,3391.85,125.49,122.91,140.44,156.33,136.69,152.29,144.17,2053.31,152.67,70.80
2017-07-17,dsm2,base,99,17022.62,15948.90,7552.00,-11617.00,3949.12,9008.50,1.00,0.00,139.00,2.71,4.15,294.43,294.43,138.95,3707.82,145.88,140.72,1332.80,1332.80,160.12,203.27,137.70,5841.98,4728.54,11023.76,137.55,137.61,2253.68,140.45,3496.07,8607.72,1691.44,139.00,148.84,162.64,9771.87,140.45,154.57,188.30,137.40,3921.00,125.89,124.69,145.57,153.00,139.32,146.94,147.76,2226.49,153.14,70.80
2017-07-18,dsm2,base,99,16765.58,15717.90,7266.00,-11185.00,3470.92,9375.67,1.00,0.00,145.00,2.71,4.14,336.47,336.47,140.62,3975.96,146.55,141.62,1461.12,1461.12,159.31,222.75,139.02,6267.54,5064.97,11493.83,139.11,139.15,2376.57,143.34,3675.40,9050.74,1912.93,140.66,150.85,160.09,9974.75,142.02,148.77,186.56,138.22,4307.07,126.02,121.07,149.07,151.23,140.98,148.41,151.16,2375.86,152.42,72.80
2017-07-19,dsm2,base,99,16748.79,15873.00,7305.00,-11557.00,3709.60,8787.19,1.00,0.00,146.00,2.69,4.12,347.47,347.47,142.33,4283.03,151.54,142.80,1570.68,1568.44,160.06,233.85,140.13,6688.05,5396.56,11804.14,140.37,140.36,2480.77,145.51,3898.16,9446.67,2061.58,142.36,153.07,165.15,10102.85,143.65,148.63,184.97,139.08,4658.94,126.36,115.88,149.98,153.64,142.22,152.77,154.05,2525.58,155.46,74.20
2017-07-20,dsm2,base,99,16628.90,15815.80,7230.00,-11870.00,3536.95,8451.95,1.00,0.00,143.00,2.70,4.07,388.93,388.93,143.42,4608.33,151.70,144.28,1740.97,1740.97,161.02,259.35,141.33,7106.58,5776.79,12202.54,141.55,141.53,2620.96,148.91,4170.34,9859.25,2269.87,143.43,154.27,167.33,10460.01,145.22,153.10,183.74,139.43,4957.25,125.57,115.20,156.32,156.34,145.02,152.25,155.53,2721.56,157.17,75.80
2017-07-21,dsm2,base,99,16528.45,15693.70,7041.00,-11639.00,3683.24,8247.21,1.00,0.00,142.00,2.58,4.01,420.06,420.06,144.71,4949.80,149.36,145.25,1845.98,1845.98,162.50,280.11,142.26,7534.70,6127.79,12469.74,142.69,142.70,2716.93,151.95,4395.83,10216.40,2406.86,144.71,156.51,166.31,10626.87,146.68,153.93,183.09,139.18,5211.41,124.09,118.30,162.33,156.86,148.03,150.31,159.26,2899.71,158.35,76.40
2017-07-22,dsm2,base,99,16915.15,16074.30,7005.00,-11663.00,4139.16,8117.98,1.00,0.00,142.00,2.48,4.01,428.88,428.88,146.31,5211.75,149.50,146.59,1906.42,1906.42,164.92,289.47,143.13,7815.81,6476.04,12583.36,143.87,143.84,2806.57,154.72,4461.60,10479.20,2535.08,146.35,160.02,167.61,10591.82,148.09,152.14,183.02,138.89,5235.31,123.02,118.79,165.92,156.75,150.13,150.78,163.26,3086.19,159.34,76.40
2017-07-23,dsm2,base,99,17365.55,16542.90,7104.00,-10928.00,4175.65,9365.89,1.00,0.00,143.00,2.54,4.17,460.06,460.06,147.56,5513.81,150.18,147.80,1942.94,1942.94,167.45,303.88,143.98,8115.97,6756.90,12756.29,144.83,144.88,2908.99,158.42,4542.02,10718.38,2660.62,147.58,161.71,168.25,10730.90,148.89,152.30,183.61,139.52,5315.01,123.64,117.77,169.75,159.50,153.00,151.51,165.64,3282.19,163.44,76.60
2017-07-24,dsm2,base,99,16480.02,15670.60,7062.00,-10672.00,3049.44,9820.58,1.00,0.00,146.00,2.76,4.19,582.39,582.39,147.82,5962.00,150.27,148.93,2307.73,2307.73,168.63,354.14,144.76,8583.55,7148.28,13335.39,145.64,145.68,3311.62,167.59,5079.42,11230.09,2926.01,147.86,161.23,164.22,11675.37,149.01,152.95,184.70,140.28,5902.01,124.60,119.09,184.29,158.15,159.42,151.41,167.54,3644.12,161.27,76.60
2017-07-25,dsm2,base,99,15814.37,14975.40,6907.00,-10954.00,3374.41,8392.97,1.00,0.00,156.00,2.81,4.31,624.73,624.73,148.73,6233.13,154.05,149.71,2397.87,2397.87,169.65,376.70,145.64,8892.66,7512.00,13671.05,146.64,146.62,3571.12,174.24,5180.15,11550.07,3309.08,148.80,162.17,164.76,11803.46,149.77,152.56,185.76,140.47,6240.52,124.57,118.71,189.12,158.17,163.06,156.50,172.40,3823.53,160.71,76.60
2017-07-26,dsm2,base,99,17019.45,16160.10,6741.00,-11431.00,3564.24,8765.22,1.00,0.00,159.00,3.18,4.19,705.82,705.82,149.77,6668.13,163.17,151.06,2587.69,2587.69,171.98,406.39,146.72,9367.19,7917.16,14116.87,147.77,147.77,3951.44,183.96,5519.04,12035.84,3583.76,149.87,162.79,173.32,12494.21,149.87,154.59,186.95,141.13,6710.14,124.83,119.90,195.51,162.84,167.88,164.66,171.24,4105.80,163.77,76.60
2017-07-27,dsm2,base,99,18151.11,17288.70,6505.00,-11500.00,3969.37,9186.73,1.00,0.00,147.00,2.88,4.12,691.51,691.51,151.10,6933.47,164.40,152.98,2498.96,2498.96,174.83,386.65,148.13,9685.23,8272.85,14322.05,149.09,149.05,4163.73,186.32,5445.41,12196.97,3757.27,151.19,164.68,181.37,12281.93,150.45,163.61,188.18,141.47,6933.26,124.73,117.32,189.55,168.94,164.81,163.92,172.37,4247.08,167.74,76.60
2017-07-28,dsm2,base,99,19049.85,18216.00,6374.00,-11524.00,3770.70,10129.15,1.00,0.00,145.00,2.52,4.17,613.99,613.99,152.56,7112.34,154.61,154.53,2203.75,2203.75,177.41,330.85,149.44,9842.85,8568.15,14083.35,150.35,150.36,4047.06,181.25,4988.33,12030.48,3657.09,152.67,166.15,179.76,11357.16,151.31,167.68,189.45,141.43,6937.71,124.59,118.11,178.56,167.18,159.97,155.40,173.70,4273.64,168.73,76.60
2017-07-29,dsm2,base,99,19660.64,18868.30,6130.00,-11524.00,3514.73,10751.92,1.00,0.00,143.00,3.74,3.92,638.85,638.85,153.32,7304.12,152.41,156.13,2238.10,2238.10,180.32,308.71,150.32,10053.65,8945.48,14145.04,151.30,151.33,4150.29,186.24,5035.69,12232.64,3829.25,153.35,166.47,171.40,11589.64,150.96,160.74,190.62,140.89,7361.45,123.51,121.85,176.71,163.26,162.72,153.15,172.97,4563.32,165.86,76.60
2017-07-30,dsm2,base,99,19536.09,18729.70,5870.00,-11627.00,3586.46,10192.63,1.00,0.00,154.00,3.52,4.04,619.24,619.24,154.24,7392.20,152.14,156.94,2172.05,2172.05,182.44,308.17,150.77,10153.62,9125.95,13777.66,152.08,152.10,4196.74,187.16,4926.59,11940.34,3551.27,154.29,166.74,172.97,11036.11,151.09,156.58,191.73,141.21,7433.52,124.49,121.47,175.42,163.27,160.63,155.20,174.16,4620.41,168.46,76.60
2017-07-31,dsm2,base,99,19159.29,18374.40,5028.00,-11607.00,3706.96,8873.33,1.00,0.00,159.00,2.96,4.01,679.51,679.51,154.69,7702.12,163.12,158.09,2409.02,2409.02,184.38,355.16,151.36,10381.30,9388.67,13524.17,152.82,152.85,4623.35,195.54,5245.54,11945.26,3668.86,154.75,167.48,177.49,11359.05,149.94,154.89,192.78,142.38,7727.84,126.17,117.99,186.92,166.79,166.28,165.10,173.77,4928.45,168.51,76.60
2017-08-01,dsm2,base,99,20866.08,20103.60,4695.00,-11623.00,4055.11,9882.97,1.00,0.00,205.99,2.94,4.04,714.68,714.68,155.38,7851.59,169.56,159.38,2428.86,2428.86,186.82,364.46,152.13,10491.65,9624.01,13514.06,153.50,153.54,4862.14,200.53,5306.77,11934.61,3795.75,155.41,168.31,185.57,11333.95,149.47,158.47,193.67,142.92,7828.22,125.63,119.87,191.50,170.95,168.88,180.33,173.79,5104.87,171.57,76.60
2017-08-02,dsm2,base,99,21104.03,20314.80,5002.00,-11545.00,3780.25,10780.78,1.00,0.00,219.00,2.74,4.07,731.84,731.84,155.87,8043.77,212.12,160.63,2457.57,2457.57,190.49,353.54,152.67,10630.25,9729.82,13506.09,154.06,154.16,4966.24,206.04,5335.38,12009.30,3819.00,155.90,168.48,210.19,11319.37,148.84,165.12,194.67,142.93,7910.35,125.02,117.70,188.59,176.30,168.00,219.39,174.24,5319.42,174.02,76.60
2017-08-03,dsm2,base,99,20960.74,20237.80,5089.00,-11776.00,3515.25,10758.49,1.00,0.00,223.00,2.62,3.98,778.62,778.62,156.32,8221.71,226.93,161.91,2449.48,2449.48,193.38,355.77,153.38,10751.28,9904.12,13541.76,154.58,154.69,5335.01,214.42,5390.24,12107.51,3918.33,156.34,168.61,234.07,11405.47,148.40,177.66,195.33,143.07,7925.80,124.39,120.36,188.94,196.25,170.26,228.80,174.65,5512.34,182.14,76.60
2017-08-04,dsm2,base,99,21177.07,20465.50,5181.00,-11408.00,2902.06,12048.01,1.00,0.00,187.00,2.39,3.93,724.91,724.91,156.66,8308.90,229.38,162.59,2276.30,2276.30,196.00,325.36,153.71,10829.26,10047.58,13422.26,154.97,155.07,5380.92,211.96,5146.96,12062.30,3817.61,156.66,168.49,240.64,11011.74,148.60,209.10,195.18,142.23,7864.69,124.15,121.31,181.37,203.12,166.92,221.66,174.59,5711.37,187.20,76.60
2017-08-05,dsm2,base,99,20680.75,19968.30,5912.00,-11048.00,2826.50,12718.25,1.00,0.00,175.00,2.07,3.92,668.64,668.64,156.98,8366.65,192.71,162.86,2075.41,2075.41,198.62,288.12,153.73,10832.05,10135.37,13183.82,155.15,155.25,5385.99,205.58,4755.09,11951.10,3687.38,156.99,168.57,225.96,10549.47,149.02,225.14,194.50,141.64,7686.81,124.47,120.66,173.58,203.33,163.34,189.97,175.17,5807.77,190.56,76.60
2017-08-06,dsm2,base,99,20770.51,20043.10,6091.00,-11505.00,2966.43,12390.08,1.00,0.00,152.00,1.78,3.92,626.70,626.70,157.20,8439.43,178.12,163.15,1894.79,1894.79,201.08,265.57,153.57,10828.12,10183.12,12926.78,155.16,155.24,5427.92,201.45,4440.50,11804.94,3578.20,157.22,169.06,200.36,10134.32,149.48,209.93,193.94,141.46,7533.75,124.47,120.01,167.00,185.92,160.32,174.76,176.44,5964.29,179.63,76.40
2017-08-07,dsm2,base,99,21060.66,20314.80,5959.00,-11661.00,3045.12,12313.54,1.00,0.00,157.00,1.56,3.98,574.42,574.42,157.11,8453.67,158.83,163.33,1678.54,1678.54,203.10,232.32,153.32,10787.09,10226.58,12631.12,155.04,155.11,5453.00,196.06,4087.55,11612.50,3439.62,157.14,169.08,183.37,9814.70,149.98,185.96,193.77,141.09,7242.66,124.14,119.35,159.99,175.99,156.69,160.82,176.74,6067.07,175.33,75.40
2017-08-08,dsm2,base,99,21131.94,20472.10,5907.00,-11982.00,3129.95,11927.00,1.00,0.00,148.00,1.39,3.97,564.54,564.54,156.84,8484.35,162.72,163.45,1576.67,1576.67,205.59,218.97,152.48,10750.15,10223.17,12439.58,154.73,154.85,5617.87,195.50,3913.13,11395.17,3294.30,156.84,168.83,176.79,9810.94,149.81,167.06,194.15,141.29,7124.37,123.72,118.69,154.87,167.45,154.22,162.14,176.05,6242.12,170.86,74.40
2017-08-09,dsm2,base,99,21085.35,20483.10,5953.00,-11589.00,2960.19,12489.16,1.00,0.00,141.00,1.42,3.93,523.91,523.91,156.39,8414.88,153.83,163.38,1388.06,1388.06,206.41,194.50,151.87,10676.65,10242.91,12194.21,154.32,154.45,5668.45,192.35,3554.43,11148.59,3077.82,156.42,168.70,174.45,9562.62,150.28,166.26,194.99,140.96,6940.70,123.23,118.01,148.61,168.03,151.32,153.66,177.02,6308.40,171.74,70.80
