datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,sf_tidal_energy,sf_tidal_filter,northern_flow,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vol,x2
2006-11-17,RMA,cache,4,13122.00,2491.00,9919.89,340.50,5919.08,1.00,0.00,611.69,2.07,3.33,13688.46,4213.55,4213.55,441.71,12184.84,637.74,648.20,6168.56,6168.56,1009.24,1283.05,572.02,13802.57,13549.26,13935.37,473.58,484.56,14047.59,1384.53,9507.61,13449.44,9614.62,442.86,418.18,686.02,14665.09,294.93,658.60,517.99,311.91,12836.09,353.02,173.87,782.04,514.83,840.44,635.84,12776.42,85.49
2006-11-18,RMA,cache,4,13384.00,2450.00,9866.86,420.68,6115.78,1.00,0.00,607.01,2.53,3.16,13953.32,4071.15,4071.15,457.63,12274.50,622.74,691.56,5906.12,5906.12,1038.38,1219.60,609.98,13988.84,13587.37,13963.67,501.60,514.58,13928.85,1426.74,9363.32,13609.00,9380.64,457.99,430.58,662.06,14805.88,298.32,659.38,510.49,321.01,12932.79,332.47,175.10,795.70,515.40,864.27,621.77,12900.71,85.62
2006-11-19,RMA,cache,4,13135.00,2438.00,9684.66,1455.94,5139.27,1.00,0.00,610.79,3.13,3.21,13841.87,4014.29,4014.29,478.11,12399.22,612.72,734.15,5734.18,5734.18,1070.06,1240.81,645.70,14176.06,13716.47,13996.11,530.19,545.11,13892.50,1484.50,9432.76,13769.08,9169.84,478.05,439.65,644.03,15186.91,301.83,643.49,500.23,343.53,13043.62,326.08,175.47,801.83,504.53,869.29,613.90,13021.99,85.04
2006-11-20,RMA,cache,4,12694.00,2393.00,9789.70,2021.70,4189.83,1.00,0.00,621.90,3.72,3.20,13608.23,4082.21,4082.21,499.81,12536.74,609.84,783.33,5840.80,5840.80,1106.67,1395.48,692.10,14412.60,13865.56,14154.74,559.20,576.05,13907.47,1579.59,9751.83,13966.54,9030.35,499.76,452.99,627.16,15792.79,309.34,610.74,490.02,379.37,13149.27,339.10,174.92,861.86,493.43,906.58,613.26,13146.07,85.35
2006-11-21,RMA,cache,4,12536.00,2374.00,10017.77,2171.77,3703.64,1.00,0.00,632.13,4.16,3.28,13519.19,4206.84,4206.84,521.64,12678.79,613.65,840.78,6069.16,6069.16,1148.37,1581.44,751.45,14722.81,14040.28,14461.02,589.04,607.86,13968.88,1674.90,10180.18,14230.10,8932.99,521.57,467.13,620.43,16490.83,323.18,572.29,483.60,418.56,13255.87,363.07,174.16,942.54,494.93,959.11,622.78,13282.50,85.58
2006-11-22,RMA,cache,4,12143.00,2345.00,9272.36,2316.89,3845.26,1.00,0.00,640.20,4.37,3.24,13089.51,4277.27,4277.27,546.78,12802.42,621.33,893.53,6224.21,6224.21,1184.44,1716.40,800.48,15046.58,14253.67,14822.29,625.71,646.61,14074.06,1734.30,10457.95,14505.05,8843.02,546.60,482.87,630.08,16942.11,340.28,539.83,479.42,452.85,13369.66,383.56,173.43,1025.92,496.62,1016.34,632.89,13423.38,86.03
2006-11-23,RMA,cache,4,12311.00,2332.00,10254.70,2208.19,3128.45,1.00,0.00,650.74,4.34,3.11,13259.35,4202.31,4202.31,580.67,12895.95,630.07,931.55,6159.21,6159.21,1211.59,1693.52,815.48,15283.38,14480.13,15079.46,666.61,688.46,14209.03,1730.51,10452.12,14719.12,8760.30,580.15,502.63,642.84,16991.69,354.88,519.92,479.18,477.24,13486.51,377.69,174.04,1049.91,497.45,1050.33,640.90,13551.51,85.97
2006-11-24,RMA,cache,4,12627.00,2304.00,9097.05,2267.53,4355.74,1.00,0.00,668.76,4.35,2.99,13416.33,4007.93,4007.93,615.81,12974.42,639.36,951.30,5884.70,5884.70,1222.02,1609.19,813.24,15377.86,14669.96,15100.30,693.91,714.95,14349.24,1682.73,10231.84,14806.23,8592.93,615.36,524.99,647.87,16856.23,364.22,517.34,484.53,488.12,13598.97,362.90,175.23,1013.40,505.44,1028.50,651.22,13660.43,85.45
2006-11-25,RMA,cache,4,12700.00,2275.00,9203.48,2300.41,4161.09,1.00,0.00,682.24,3.95,3.06,13389.99,4032.30,4032.30,636.75,13085.68,650.67,979.64,5949.49,5949.49,1238.89,1674.21,851.44,15502.38,14806.78,15202.97,711.55,733.37,14481.87,1707.18,10444.29,14934.87,8494.91,637.29,551.96,652.52,17243.74,377.99,519.76,493.74,513.28,13717.49,373.17,174.58,1012.92,510.91,1017.30,668.55,13779.60,85.19
2006-11-26,RMA,cache,4,12963.00,2260.00,9490.31,2331.46,3959.23,1.00,0.00,693.33,3.46,3.13,13521.00,4040.80,4040.80,650.39,13178.20,665.76,1012.80,5938.51,5938.51,1255.57,1641.75,899.84,15626.10,14928.82,15318.95,726.29,750.15,14599.21,1716.56,10539.90,15068.39,8438.06,651.48,571.02,662.20,17460.67,394.58,526.55,505.55,513.07,13835.14,361.67,175.24,994.63,523.61,1018.15,682.52,13890.63,85.19
2006-11-27,RMA,cache,4,13100.00,2260.00,10094.93,1935.74,3874.20,1.00,0.00,701.08,2.98,3.29,13644.88,4163.50,4163.50,661.68,13282.76,679.43,1055.38,5999.44,5999.44,1284.92,1575.10,961.25,15778.91,15060.62,15519.87,750.43,777.57,14717.91,1755.37,10742.40,15232.36,8466.91,662.91,582.05,675.80,17769.32,413.89,532.30,520.06,513.91,13958.05,344.17,178.48,955.93,531.17,1027.54,694.04,14010.30,85.21
2006-11-28,RMA,cache,4,13151.00,2270.00,10226.31,1856.81,3943.13,1.00,0.00,705.62,2.38,3.04,13756.25,3815.30,3815.30,701.14,13280.44,691.47,1060.95,5521.40,5521.40,1301.42,1209.82,951.35,15734.10,15181.73,15499.32,792.33,818.93,14813.80,1651.29,9946.43,15208.80,8476.24,700.40,594.34,688.35,16827.82,414.00,543.27,536.91,485.76,14069.97,289.03,181.62,844.21,552.64,1020.56,702.59,14052.54,84.94
2006-11-29,RMA,cache,4,13500.00,2244.00,10156.49,1899.84,4339.65,1.00,0.00,704.34,2.10,2.74,14151.98,3297.39,3297.39,743.01,13247.41,701.30,1053.64,4735.65,4735.65,1295.67,872.69,898.89,15530.23,15248.05,15178.44,820.11,843.88,14887.83,1512.33,8801.36,15034.16,8331.29,741.64,618.09,698.47,15674.86,401.57,557.32,555.15,436.84,14150.94,251.09,180.27,720.25,571.51,967.44,707.61,14067.82,83.47
2006-11-30,RMA,cache,4,13600.00,2244.71,10127.64,1933.27,4827.79,1.00,0.00,704.06,2.29,2.58,14644.00,2991.14,2991.14,768.75,13272.87,705.72,1046.93,4237.99,4237.99,1284.72,735.47,873.59,15314.81,15230.42,14913.16,821.92,842.23,14934.74,1438.41,8193.92,14880.97,8223.90,768.40,644.24,706.65,15117.75,385.29,569.13,574.87,420.39,14208.83,237.96,177.41,652.54,584.77,906.94,706.69,14100.18,81.89
2006-12-01,RMA,cache,4,13400.00,2245.00,10368.74,1951.89,4428.34,1.00,0.00,714.70,2.92,2.71,14503.98,3111.65,3111.65,768.12,13405.68,704.43,1048.22,4436.38,4436.38,1290.63,837.72,888.44,15243.56,15150.24,14835.89,821.23,842.11,14955.17,1476.76,8656.23,14865.14,8400.77,769.47,661.08,711.65,15762.26,379.99,573.99,595.63,461.25,14268.87,246.67,178.45,644.09,589.66,876.92,706.25,14173.09,81.58
2006-12-02,RMA,cache,4,13400.00,2245.00,10212.25,2024.50,3854.25,1.00,0.00,706.98,3.87,2.94,13846.00,3505.27,3505.27,767.04,13582.57,705.17,1065.35,5214.77,5214.77,1312.48,1123.02,915.56,15455.58,15098.07,15087.66,829.57,850.22,14962.62,1575.44,9801.31,15055.43,8782.89,767.72,673.88,711.61,17104.41,397.65,574.63,618.16,529.72,14334.97,276.39,175.56,746.80,598.41,921.30,715.80,14277.41,82.84
2006-12-03,RMA,cache,4,12216.00,2179.00,10266.84,2238.67,2322.49,1.00,0.00,689.25,5.00,2.89,12649.00,3842.45,3842.45,770.97,13702.55,711.57,1087.62,5845.89,5845.89,1337.12,1390.77,946.35,15835.31,15181.83,15495.26,837.67,857.52,15005.80,1646.36,10615.32,15355.49,8954.42,770.97,678.12,712.93,17961.82,428.58,575.68,643.83,571.68,14399.82,313.85,168.96,888.67,603.52,997.08,709.44,14393.38,84.22
2006-12-04,RMA,cache,4,12053.00,2153.00,10357.75,2294.62,1986.63,1.00,0.00,674.16,5.78,2.94,12486.00,4246.27,4246.27,777.27,13868.12,709.40,1113.53,6487.15,6487.15,1361.82,1719.98,985.49,16363.97,15422.88,16100.74,852.41,873.70,15137.57,1746.10,11461.50,15789.31,9086.15,777.21,682.75,716.03,18849.80,460.37,575.27,667.65,618.90,14502.74,375.78,164.71,1028.54,604.07,1056.01,692.62,14577.58,84.99
2006-12-05,RMA,cache,4,11644.00,2137.00,8904.92,2280.42,3032.66,1.00,0.00,673.01,6.09,3.15,12081.00,4797.77,4797.77,786.27,14105.03,698.07,1150.91,7429.78,7429.78,1393.94,2187.63,1033.96,17097.80,15839.81,16939.65,874.08,895.93,15385.36,1891.97,12555.29,16412.54,9276.20,785.68,685.04,709.26,20032.29,497.55,572.63,688.54,671.23,14681.25,470.56,165.38,1230.93,600.86,1164.34,677.62,14862.87,86.47
2006-12-06,RMA,cache,4,11658.00,2121.00,8150.51,2285.38,3787.11,1.00,0.00,677.99,6.01,3.17,12102.00,5073.79,5073.79,806.51,14323.43,683.92,1184.46,7908.19,7908.19,1424.31,2419.27,1071.23,17725.63,16368.74,17642.03,897.37,919.05,15724.27,1967.17,13068.86,16958.20,9371.48,805.38,690.66,694.97,20562.48,521.26,572.42,706.79,683.70,14917.10,515.85,167.20,1362.91,603.65,1260.79,674.17,15169.79,87.42
2006-12-07,RMA,cache,4,11774.00,2095.00,8132.72,2273.03,3909.25,1.00,0.00,680.49,5.54,3.12,12220.00,5108.32,5108.32,826.61,14510.69,676.59,1209.55,7886.42,7886.42,1447.25,2398.27,1094.17,18106.45,16851.34,18002.77,920.52,943.32,16086.12,1987.97,13109.82,17310.46,9438.06,825.87,700.78,683.20,20588.31,529.70,573.67,725.45,672.04,15170.95,496.98,167.06,1377.80,603.25,1290.65,678.57,15436.63,87.56
2006-12-08,RMA,cache,4,12017.00,2073.00,9165.90,2276.14,3046.96,1.00,0.00,691.37,4.75,3.38,12416.00,5345.24,5345.24,850.05,14761.20,676.86,1244.98,8114.22,8114.22,1478.58,2504.83,1135.58,18447.39,17252.33,18267.86,944.26,968.60,16449.53,2075.83,13530.01,17654.45,9485.53,849.86,719.53,680.28,21108.13,538.46,574.11,744.78,684.53,15448.71,508.85,166.59,1392.44,610.74,1305.82,681.36,15733.35,87.53
2006-12-09,RMA,cache,4,11661.00,2040.00,8576.40,2097.81,3387.79,1.00,0.00,713.72,3.31,3.75,12022.00,5907.65,5907.65,869.46,15067.40,679.17,1316.36,8854.99,8854.99,1537.64,2778.62,1230.34,18950.05,17653.22,18846.68,965.91,993.37,16813.04,2270.42,14436.23,18151.42,9678.71,870.49,732.14,682.38,22115.16,565.12,573.54,761.56,722.45,15758.67,548.75,165.46,1492.44,620.97,1391.98,689.34,16068.45,88.52
2006-12-10,RMA,cache,4,12861.00,2021.00,9245.09,1362.92,4648.99,1.00,0.00,729.22,2.54,3.68,13236.00,5865.22,5865.22,887.46,15201.87,686.24,1362.49,8713.19,8713.19,1587.50,2427.59,1277.36,19240.28,18041.17,19299.51,999.10,1028.84,17107.74,2279.27,14129.84,18425.16,9988.17,887.70,748.44,685.72,21763.73,579.25,578.52,777.10,681.04,16028.56,449.83,166.09,1442.13,630.74,1457.94,710.20,16250.50,89.29
2006-12-11,RMA,cache,4,15207.00,2077.00,9478.78,475.13,7745.09,1.00,0.00,732.89,2.12,3.13,15622.00,4870.69,4870.69,918.65,15078.76,706.06,1358.16,6925.63,6925.63,1584.18,1498.75,1255.36,18984.68,18260.24,18963.17,1015.84,1045.57,17272.21,2003.10,12025.32,18147.78,10033.46,916.61,756.47,697.02,19550.74,561.46,591.98,793.15,527.75,16179.58,291.99,168.36,1150.68,645.96,1338.39,730.30,16201.37,87.80
2006-12-12,RMA,cache,4,15359.00,2106.00,10922.85,-171.75,7172.91,1.00,0.00,726.80,1.69,3.10,15818.00,4118.22,4118.22,942.81,15055.05,727.17,1342.97,5490.43,5490.43,1579.20,983.53,1240.47,18569.20,18296.91,18297.98,1015.99,1046.93,17414.36,1838.04,10446.01,17814.41,9837.06,942.15,762.63,719.37,18101.91,528.39,604.60,808.62,440.67,16182.32,237.56,168.39,852.97,659.70,1157.95,739.79,16212.46,85.09
2006-12-13,RMA,cache,4,16293.00,2133.00,9906.12,-1586.88,10566.76,1.00,0.00,717.26,1.39,3.07,16753.00,3789.86,3789.86,944.25,15060.53,735.20,1329.89,4961.52,4961.52,1580.80,795.09,1221.96,18241.86,18231.07,17863.87,1030.00,1063.67,17505.00,1785.76,9692.75,17558.22,9662.79,944.71,782.73,741.18,17458.89,498.85,614.48,825.47,422.48,15956.85,223.82,172.68,705.06,675.24,1085.06,743.90,16256.29,84.18
2006-12-14,RMA,cache,4,17745.00,2288.00,10504.07,-1690.12,11689.05,1.00,0.00,698.86,1.39,3.04,18215.00,3534.88,3534.88,966.17,15037.01,731.66,1322.68,4514.89,4514.89,1579.45,650.18,1176.83,17982.03,18102.80,17576.33,1060.65,1092.30,17538.17,1726.60,9068.51,17362.60,9551.12,965.71,801.93,753.01,16870.88,463.64,625.92,842.81,417.24,15676.86,213.55,174.95,645.70,688.72,1038.59,753.35,16259.99,83.16
2006-12-15,RMA,cache,4,19440.00,2243.00,11420.07,-1181.68,12093.61,1.00,0.00,650.93,1.76,3.09,20089.00,3487.16,3487.16,991.16,15088.72,723.55,1316.35,4356.28,4356.28,1595.35,587.25,1118.88,17827.82,17934.08,17330.66,1076.06,1105.52,17541.47,1728.99,9003.24,17262.13,9521.66,991.90,837.50,756.85,16915.86,429.88,627.28,858.26,459.40,15525.64,209.29,177.25,610.72,699.00,974.00,753.74,16286.61,82.65
2006-12-16,RMA,cache,4,23411.00,2373.00,11625.64,-615.13,15515.49,0.00,0.00,632.05,2.42,3.25,24153.00,3490.56,3490.56,998.58,15132.60,703.80,1307.81,4202.83,4202.83,1612.31,565.30,1078.05,17713.19,17748.67,17047.46,1063.54,1089.89,17507.66,1762.58,9071.48,17149.81,9296.12,1000.17,874.80,750.96,17071.78,419.79,615.80,873.18,551.40,15453.35,205.13,176.40,593.68,707.70,894.82,712.36,16301.30,82.43
2006-12-17,RMA,cache,4,25747.00,2435.00,11496.42,-262.86,17678.44,0.00,0.00,608.39,2.93,3.22,26477.00,3349.15,3349.15,979.22,15102.11,666.21,1298.53,3784.13,3784.13,1619.12,488.97,1069.96,17527.03,17561.07,16785.35,1034.15,1059.43,17443.46,1758.90,8706.95,16966.48,8800.16,981.23,882.31,719.58,16726.50,437.84,603.37,888.50,624.52,15425.34,198.25,162.64,598.55,694.38,881.78,661.82,16264.50,82.18
2006-12-18,RMA,cache,4,24747.00,2431.00,11795.52,1275.14,14842.34,0.00,0.00,591.69,3.85,2.95,25482.00,2920.68,2920.68,946.67,15008.81,637.05,1276.74,2943.96,2943.96,1603.92,399.31,1050.08,16983.43,17317.40,16016.80,1010.21,1035.88,17329.31,1669.35,7579.27,16460.10,7912.43,948.77,869.78,678.87,15495.66,465.10,596.74,903.02,637.92,15595.16,189.85,148.68,582.51,672.04,842.86,622.04,16138.62,80.01
2006-12-19,RMA,cache,4,22600.00,2418.50,11781.14,1942.15,11972.96,0.00,0.00,586.87,4.53,3.03,23277.75,2582.73,2582.73,919.53,14960.78,614.78,1253.60,2762.43,2762.43,1573.60,437.32,1059.34,16312.36,16875.05,15193.93,991.99,1018.21,17113.14,1622.52,7265.94,15863.09,7137.03,921.34,847.97,650.01,15242.28,503.73,586.75,917.12,679.74,15819.09,184.86,148.14,576.77,653.81,806.76,597.12,15964.46,78.52
2006-12-20,RMA,cache,4,20100.00,2433.18,11733.23,2026.05,9384.15,0.00,0.00,583.48,5.00,3.00,20710.25,2375.08,2375.08,901.67,14833.20,598.26,1238.35,2764.56,2764.56,1539.03,476.88,1072.77,15742.41,16309.09,14635.91,984.60,1010.34,16787.38,1560.01,7205.57,15361.86,6510.48,902.87,827.64,620.46,15162.86,547.78,578.78,931.91,714.51,15849.72,183.63,157.68,588.70,637.11,804.72,589.61,15732.45,78.35
2006-12-21,RMA,cache,4,17835.00,2446.00,11542.20,2079.68,7226.12,0.00,0.00,579.16,5.27,3.03,18402.00,2243.24,2243.24,897.92,14648.41,589.32,1222.55,2795.54,2795.54,1501.60,508.45,1082.04,15283.18,15758.41,14208.94,981.76,1005.89,16403.00,1480.94,7221.90,14943.69,6085.73,898.66,812.31,604.43,15144.94,584.24,574.84,944.95,731.80,15730.63,188.80,161.29,593.68,630.99,802.15,585.57,15474.13,78.08
2006-12-22,RMA,cache,4,16619.00,2445.00,10975.21,1373.69,7295.10,0.00,0.00,569.65,5.03,3.02,17199.00,2175.95,2175.95,902.43,14438.72,584.49,1207.45,2883.69,2883.69,1462.84,535.32,1080.25,14971.48,15285.29,13964.77,988.22,1011.68,16027.09,1406.95,7276.91,14664.74,5814.54,903.05,809.76,598.96,15126.67,614.60,570.77,953.36,749.80,15544.63,194.21,164.70,590.60,629.32,796.60,581.65,15231.93,78.49
2006-12-23,RMA,cache,4,16588.00,2496.00,11523.52,1146.05,7068.43,0.00,0.00,557.26,4.92,2.84,17242.00,2034.50,2034.50,918.26,14223.09,578.46,1185.19,2676.90,2676.90,1425.55,492.62,1059.35,14641.46,14952.73,13598.80,992.11,1013.67,15713.28,1324.22,6895.67,14373.54,5719.23,918.79,813.43,595.17,14571.84,621.30,569.10,957.38,745.99,15348.98,194.84,171.18,567.58,629.40,776.01,572.78,15040.39,78.16
2006-12-24,RMA,cache,4,16570.00,2509.00,11474.67,1092.74,7161.59,0.00,0.00,542.43,4.41,2.85,17220.00,1925.81,1925.81,922.19,14029.83,568.60,1158.15,2515.16,2515.16,1383.50,453.00,1044.62,14261.22,14654.88,13161.70,987.98,1008.90,15421.16,1260.83,6668.72,14023.90,5755.20,923.41,822.72,590.28,14286.81,625.53,567.94,957.11,737.64,15140.18,196.03,174.46,526.96,631.65,736.06,560.13,14836.58,77.76
2006-12-25,RMA,cache,4,16517.00,2518.00,11935.23,1070.81,6564.96,0.00,0.00,539.43,3.64,2.89,17053.00,1847.84,1847.84,925.54,13854.57,555.18,1130.14,2425.95,2425.95,1341.94,409.77,1024.92,13927.65,14351.22,12850.92,983.59,1003.32,15126.62,1209.78,6584.89,13728.81,5919.54,927.19,825.99,581.10,14216.02,629.50,568.11,954.45,739.75,14925.07,196.64,178.93,473.05,632.30,696.41,545.39,14625.34,77.45
2006-12-26,RMA,cache,4,16180.00,2525.00,11657.77,1029.02,6524.21,0.00,0.00,545.14,2.72,3.22,16686.00,1899.89,1899.89,926.45,13706.94,542.92,1099.59,2606.77,2606.77,1299.28,407.06,1012.92,13769.50,14060.39,12814.83,975.98,995.13,14814.04,1185.94,6960.24,13589.41,6271.55,928.80,823.66,568.01,14785.61,641.78,566.60,951.29,757.58,14702.52,197.17,182.72,413.60,632.44,653.60,542.50,14403.34,77.43
2006-12-27,RMA,cache,4,15229.00,2522.00,12004.64,1202.17,5032.19,0.00,0.00,546.37,2.21,3.68,15717.00,2320.83,2320.83,927.33,13599.92,540.19,1082.54,3625.61,3625.61,1261.16,549.55,999.10,14080.27,13862.67,13494.97,990.69,1010.42,14519.67,1217.33,8297.91,13852.96,7212.49,929.51,843.17,557.27,16380.37,675.84,561.65,948.22,833.55,14496.10,201.58,183.05,388.49,647.26,629.12,549.78,14223.85,78.64
2006-12-28,RMA,cache,4,16756.00,2542.00,11951.81,1160.28,7078.92,0.00,0.00,542.99,2.21,2.80,17649.00,1998.62,1998.62,962.92,13448.29,544.44,1072.99,3104.62,3104.62,1258.80,474.31,934.54,14203.54,13882.45,13583.89,988.39,998.76,14477.34,1123.31,6704.70,13973.30,7235.17,962.19,882.74,553.41,13830.36,644.80,567.32,946.32,742.72,14395.34,195.57,182.33,459.20,666.17,723.51,552.47,14280.97,80.31
2006-12-29,RMA,cache,4,20349.00,2579.00,11471.72,1227.76,11091.52,0.00,0.00,539.18,2.62,2.89,21212.00,1756.47,1756.47,954.26,13397.87,545.09,1033.96,2352.63,2352.63,1239.53,376.06,913.63,14036.47,13970.13,13212.57,949.74,956.37,14430.62,1065.07,5921.20,13840.81,7108.81,955.69,882.72,555.66,13168.23,604.84,564.57,945.24,685.10,14310.10,193.70,181.05,422.90,675.48,666.17,546.05,14242.06,76.08
2006-12-30,RMA,cache,4,27265.00,2539.00,11282.37,1211.50,17950.12,0.00,0.00,535.89,3.62,3.03,27905.00,1909.65,1909.65,917.21,13387.52,542.15,1000.78,2546.96,2546.96,1202.62,400.06,905.37,14013.11,13952.10,13141.75,926.84,936.26,14329.42,1072.93,6512.74,13781.46,7120.68,919.25,862.70,557.79,14006.21,613.42,556.15,944.94,682.93,14199.55,194.28,176.68,413.27,684.69,606.98,541.99,14139.93,76.83
2006-12-31,RMA,cache,4,26533.00,2543.00,10904.79,1180.70,17552.51,0.00,0.00,540.12,4.59,3.09,27095.00,1957.59,1957.59,885.23,13345.43,538.74,975.97,2558.57,2558.57,1168.04,398.10,890.09,14053.40,13891.27,13166.62,905.11,915.13,14224.37,1069.13,6652.64,13757.05,6701.45,886.76,845.78,553.65,14212.73,625.36,550.50,946.57,662.38,14061.38,191.26,152.16,425.07,681.97,586.41,539.32,14030.24,77.52
2007-01-01,RMA,cache,4,22741.00,2562.00,11724.93,1391.54,12710.53,0.00,0.00,546.66,5.36,3.08,23265.00,1866.28,1866.28,860.44,13274.12,538.05,952.96,2452.92,2452.92,1135.81,397.95,874.39,13969.95,13826.03,13053.32,883.85,893.70,14132.65,1048.54,6490.98,13637.44,6102.30,861.71,823.47,552.82,14061.84,621.82,546.65,948.67,638.69,13976.10,183.10,143.09,433.72,672.96,580.38,544.11,13921.31,77.31
2007-01-02,RMA,cache,4,19807.00,2560.00,10585.75,2094.63,10180.62,0.00,0.00,549.11,5.84,3.10,20301.00,1757.09,1757.09,840.87,13167.25,545.20,930.10,2421.44,2421.44,1103.79,417.68,858.90,13758.73,13699.21,12812.47,865.41,874.59,14025.50,1016.55,6411.42,13422.21,5592.91,841.93,805.18,559.17,14005.30,609.20,543.24,945.28,619.33,13883.28,177.92,155.01,439.86,666.21,577.03,553.89,13787.23,77.03
2007-01-03,RMA,cache,4,18167.00,2536.00,9462.24,2168.74,9568.02,0.00,0.00,557.17,5.98,3.20,18663.00,1732.62,1732.62,825.47,13032.42,553.40,908.38,2551.02,2551.02,1071.20,457.95,843.15,13575.24,13512.47,12660.92,849.38,857.86,13875.98,986.19,6612.42,13237.46,5250.68,826.44,789.36,569.60,14279.96,595.70,540.02,932.01,611.91,13761.82,181.22,165.21,446.50,666.86,575.29,559.90,13623.04,77.09
2007-01-04,RMA,cache,4,16844.00,2516.00,9366.43,2202.64,8277.93,0.00,0.00,562.08,5.75,3.30,17331.00,1773.74,1773.74,813.78,12895.35,558.06,890.74,2756.10,2756.10,1041.00,492.72,822.99,13543.21,13345.45,12720.68,837.47,845.73,13718.08,961.19,6895.90,13195.99,5268.18,814.62,780.77,578.33,14576.56,583.93,536.96,926.79,616.12,13631.09,187.56,171.16,448.00,662.61,573.91,568.55,13484.44,77.65
2007-01-05,RMA,cache,4,16355.00,2493.00,9270.92,1922.11,8212.97,0.00,0.00,565.86,4.92,2.69,16913.00,1584.85,1584.85,809.24,12730.09,563.97,875.34,2412.84,2412.84,1025.42,441.53,771.49,13384.70,13277.81,12532.19,823.79,828.91,13634.10,907.19,5984.50,13085.80,5216.31,809.70,788.63,579.32,13052.84,562.52,537.64,921.17,583.32,13536.71,186.95,175.79,444.91,657.79,583.97,571.29,13439.45,78.15
2007-01-06,RMA,cache,4,17227.00,2488.00,8341.30,2059.74,10343.96,0.00,0.00,566.83,4.24,2.36,18257.00,1210.85,1210.85,801.94,12549.69,568.22,845.75,1566.84,1566.84,1010.49,322.66,744.00,12667.49,13175.57,11492.70,796.03,797.53,13555.49,833.31,4439.97,12475.63,4843.73,802.49,787.61,583.74,10947.34,531.87,540.01,913.54,518.01,13446.51,185.62,177.90,420.70,665.53,574.00,570.85,13351.70,74.69
2007-01-07,RMA,cache,4,17211.00,2478.00,8346.45,2145.47,9929.08,0.00,0.00,559.50,3.48,2.42,17943.00,1101.07,1101.07,782.47,12376.10,572.02,812.42,1315.62,1315.62,978.38,290.22,736.71,11856.66,12833.27,10464.08,772.35,775.35,13346.82,798.40,4077.04,11750.45,4765.62,784.18,765.84,591.75,10573.34,506.85,538.96,904.65,493.52,13285.47,189.32,179.67,375.54,670.28,528.21,574.48,13120.21,73.33
2007-01-08,RMA,cache,4,17930.00,2470.00,8254.94,2244.71,10541.35,0.00,0.00,553.97,2.57,2.61,18571.00,1048.91,1048.91,758.48,12181.05,573.38,786.71,1267.30,1267.30,945.20,270.35,720.22,11311.89,12337.05,9934.75,752.44,757.20,13030.87,771.89,4062.16,11269.25,4869.14,760.60,747.79,594.76,10651.69,486.02,538.53,896.52,491.09,13047.21,189.80,177.00,334.75,666.88,486.70,570.06,12835.89,73.12
2007-01-09,RMA,cache,4,17130.00,2474.00,8753.55,2272.11,9176.34,0.00,0.00,551.29,1.85,3.01,17728.00,1065.87,1065.87,735.90,11974.97,568.35,762.55,1377.92,1377.92,912.93,265.17,698.62,11063.25,11850.53,9836.94,733.74,739.82,12678.76,754.09,4399.77,11043.56,5041.06,738.01,727.86,595.04,11306.00,472.75,538.24,884.59,503.45,12764.45,188.60,171.13,296.77,660.59,452.34,564.91,12529.09,73.48
2007-01-10,RMA,cache,4,16132.00,2481.00,8873.40,2362.44,7950.16,0.00,0.00,554.93,1.43,3.23,16705.00,1129.06,1129.06,716.38,11773.20,564.06,742.00,1570.38,1570.38,886.58,269.08,676.73,11101.44,11493.23,10159.35,714.85,721.37,12366.62,738.80,4754.03,11088.43,5437.28,718.31,708.65,590.28,11848.07,469.90,538.95,870.40,513.20,12518.44,185.32,168.52,271.62,649.08,440.91,562.15,12292.99,74.38
2007-01-11,RMA,cache,4,15273.00,2475.00,8836.84,2383.38,7086.78,0.00,0.00,556.19,1.21,3.11,15832.00,1158.16,1158.16,697.85,11615.80,563.01,728.04,1666.51,1666.51,869.16,260.65,656.71,11298.15,11315.61,10600.29,697.11,703.84,12151.14,718.19,4694.55,11275.45,5982.61,699.82,694.75,584.27,11531.27,469.76,541.86,860.19,510.18,12344.25,181.46,170.32,262.17,637.22,439.17,564.86,12188.37,74.88
2007-01-12,RMA,cache,4,14985.00,2463.00,10063.27,2144.50,5794.23,0.00,0.00,556.99,1.39,2.98,15539.00,1121.75,1121.75,677.87,11512.71,563.81,717.35,1565.14,1565.14,865.28,248.16,610.16,11504.41,11289.57,10775.06,666.36,671.22,12055.20,694.52,4308.29,11471.40,6132.88,679.79,685.03,581.01,10878.44,462.01,546.26,850.90,505.96,12211.75,179.28,173.82,277.41,622.32,415.06,564.26,12180.88,73.82
2007-01-13,RMA,cache,4,14560.00,2439.00,10420.14,2091.92,5035.94,0.00,0.00,559.02,1.82,2.81,15109.00,1126.20,1126.20,648.54,11449.45,562.16,690.03,1574.91,1574.91,854.46,261.58,578.22,11610.55,11358.11,10697.27,625.53,628.68,12000.40,680.48,4411.31,11520.67,6103.15,650.92,668.47,582.31,11116.19,455.23,547.10,840.44,510.45,12125.83,180.55,173.86,305.79,607.20,413.86,563.54,12145.48,73.10
