datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2011-10-18,SCHISM,franks,2,23605.95,22320.55,5053.27,10840.83,425.78,18244.17,1.00,0.00,1.88,3.48,90.20,54.20,479.98,674.65,575.62,564.52,687.31,502.56,791.50,18760.96,12567.09,10092.36,3099.69,564.73,7490.80,2278.00,351.75,262.23,569.13,700.58,337.00,13229.19,1032.15,12297.15,9863.58,11773.69,1277.70,171.25,1629.82,7494.86,10093.04,387.59,502.56,564.52,12247.86,15030.60,14505.97,459.51,407.58,463.11
2011-10-19,SCHISM,franks,2,22376.62,21397.44,4815.34,10249.73,315.84,17258.07,1.00,0.00,4.13,3.28,88.60,58.20,374.04,569.76,378.86,323.72,364.35,463.32,694.78,18463.65,12946.18,9938.69,3829.74,648.45,7525.94,2831.13,479.16,324.58,641.38,438.98,306.77,12244.82,1204.77,12110.17,9977.26,11841.97,2001.04,398.44,2432.57,7538.12,9938.17,377.58,463.32,323.72,13489.04,14720.52,15601.52,473.67,426.69,455.71
2011-10-20,SCHISM,franks,2,21683.07,20764.79,4793.10,10257.81,428.53,16646.88,1.00,0.00,4.73,3.26,87.40,48.00,476.53,373.53,376.94,369.26,317.93,420.96,359.02,17960.18,12209.86,8835.12,2883.69,428.60,6750.79,2637.45,410.56,372.67,658.02,309.13,245.17,11852.64,1270.68,12015.99,10001.35,12183.68,1804.94,357.52,1970.79,6762.91,8834.25,409.71,420.96,369.26,14176.96,14842.01,15931.66,455.92,414.38,447.24
2011-10-21,SCHISM,franks,2,21179.10,20247.29,4683.46,9773.10,410.27,16499.73,1.00,0.00,4.99,3.25,85.80,49.40,459.67,370.97,380.56,384.39,331.00,418.84,336.35,17295.68,11307.38,7777.31,2298.30,417.99,5894.18,2375.72,486.97,402.06,455.07,323.08,204.47,12032.73,1300.96,12008.71,9338.77,12542.33,1548.66,209.24,1617.36,5905.35,7776.07,414.38,418.84,384.39,14413.28,14970.19,15796.56,466.07,412.68,457.82
2011-10-22,SCHISM,franks,2,21024.65,19788.71,4848.45,11502.75,435.74,14806.09,1.00,0.00,4.95,3.21,84.60,55.00,490.74,354.53,383.33,366.49,321.36,438.77,338.71,16655.87,10319.11,6661.12,1784.71,340.42,5049.81,2071.38,427.33,423.72,347.48,323.72,227.65,12298.00,1297.35,11990.78,8251.68,12771.74,1329.39,171.25,1314.18,5059.30,6659.33,398.65,438.77,366.49,14384.36,14905.12,15388.23,480.00,423.72,485.49
2011-10-23,SCHISM,franks,2,20575.58,19033.25,4815.59,12049.64,430.07,13771.61,1.00,0.00,4.59,3.18,84.40,155.80,585.87,342.13,376.30,359.66,339.35,431.99,332.50,16027.54,9529.10,5857.23,1444.95,287.00,4412.61,1861.44,391.42,419.90,337.00,331.00,222.68,12512.68,1289.13,11959.14,7068.04,12896.12,1177.99,166.25,1110.97,4422.38,5855.97,398.87,431.99,359.66,14190.11,14703.44,14858.58,496.45,442.59,516.66
2011-10-24,SCHISM,franks,2,20167.15,18607.97,4947.30,10832.09,289.14,14571.50,1.00,0.00,4.08,3.21,84.20,288.10,577.24,356.88,387.59,362.01,327.36,418.84,339.14,16066.98,9301.53,5700.01,1248.00,253.38,4103.60,1754.43,393.55,416.50,325.43,330.36,190.58,12675.51,1358.58,11957.61,6207.60,13006.28,1089.53,160.38,962.78,4108.98,5698.39,415.44,418.84,362.01,13996.09,14543.66,14395.66,500.46,465.43,549.64
2011-10-25,SCHISM,franks,2,19731.44,18490.45,4812.01,10677.56,179.41,14045.30,1.00,0.00,3.40,3.29,83.00,292.60,472.01,354.53,402.06,390.14,325.86,432.84,330.15,15799.33,8902.97,5424.62,1082.44,233.71,3720.20,1603.32,393.34,412.04,334.64,319.86,168.20,12848.40,1366.58,11905.65,5672.18,13074.09,1004.72,155.59,852.35,3724.50,5424.44,434.75,432.84,390.14,13822.49,14335.99,14069.40,511.40,488.23,562.43
2011-10-26,SCHISM,franks,2,19603.04,18623.75,4956.54,10583.57,78.75,14054.75,1.00,0.00,2.68,3.27,81.40,168.20,246.95,363.07,419.69,398.44,311.28,448.30,331.22,14696.74,7951.23,4559.21,753.55,208.38,3186.50,1409.29,349.19,392.27,337.00,315.57,160.16,12934.59,1308.57,11684.33,5376.71,13004.94,882.90,150.37,687.93,3190.28,4558.48,470.93,448.30,398.44,13540.54,13964.09,13627.29,533.06,510.14,563.90
2011-10-27,SCHISM,franks,2,18902.21,17926.19,4784.30,10548.57,10.29,13148.22,1.00,0.00,2.07,3.18,80.40,133.30,143.59,358.80,438.56,410.98,316.43,464.80,327.58,13538.97,6967.70,3637.56,551.32,191.45,2719.13,1248.60,280.33,377.58,325.00,316.43,159.51,12898.47,1254.22,11372.19,5032.66,12874.28,763.66,147.97,571.23,2721.99,3637.00,478.32,464.80,410.98,13174.38,13572.98,12970.52,531.59,520.24,560.75
