datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_total,cu_delta,cu_suisun,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2017-02-01,dsm2,base,98,92737.93,68894.68,20864.41,14426.97,132.24,-58.23,190.47,99043.13,0.00,0.00,116.79,1.80,3.85,1.56,3.38,160.39,160.39,241.27,149.76,113.56,189.81,132.47,132.47,207.97,126.43,189.82,366.50,470.97,143.77,211.67,209.97,995.89,156.04,135.37,1139.51,170.81,132.39,241.82,281.35,121.74,148.09,163.70,114.35,319.63,145.18,650.73,125.99,126.71,136.76,123.42,140.85,115.09,229.02,691.23,196.72,53.80
2017-02-02,dsm2,base,98,91776.23,67603.98,19183.95,14428.97,43.24,-116.30,159.54,96487.98,0.00,0.00,158.75,2.01,4.18,2.05,3.47,158.37,158.37,230.98,147.29,137.07,186.65,133.34,133.34,204.40,129.99,186.01,390.17,460.49,136.73,206.52,204.76,1069.99,152.96,139.50,1001.55,174.19,135.41,231.94,297.29,139.39,137.21,148.56,123.03,322.40,143.24,752.65,128.75,127.58,135.91,124.34,140.84,141.27,240.02,695.38,220.09,53.80
2017-02-03,dsm2,base,98,92548.32,67149.44,19283.27,14613.97,-1039.50,-866.85,-172.65,98257.13,0.00,0.00,175.52,2.48,4.11,2.42,3.42,157.14,157.14,217.76,153.23,167.82,178.50,135.12,135.12,204.14,129.84,172.61,371.28,504.32,144.34,195.09,193.20,930.29,151.02,139.88,1204.08,172.03,142.63,218.08,280.60,172.74,150.33,141.82,161.65,324.57,139.27,725.51,127.43,125.93,136.10,164.10,138.85,170.44,245.20,638.02,216.28,53.80
2017-02-04,dsm2,base,98,103208.90,69385.51,18874.45,14360.97,-1013.78,-866.52,-147.26,108736.17,0.00,0.00,164.02,2.80,4.16,2.75,3.39,154.83,154.83,208.68,164.83,171.23,172.59,134.25,134.25,198.00,128.23,167.57,372.90,501.13,148.64,185.59,184.38,931.55,147.92,138.97,992.37,180.90,145.69,209.00,269.19,184.05,147.62,143.81,176.64,325.65,136.34,725.47,125.83,124.07,134.17,182.15,136.67,172.02,265.94,654.48,227.67,53.80
2017-02-05,dsm2,base,98,118969.86,71061.91,18856.85,14348.97,-1164.78,-970.70,-194.08,124642.53,0.00,0.00,153.38,3.15,3.97,3.11,3.12,151.71,151.71,199.29,177.65,159.69,166.25,132.04,132.04,192.58,126.59,161.35,364.45,498.19,150.90,176.84,175.35,923.96,144.42,136.55,853.05,185.41,144.04,199.96,261.87,173.31,149.53,154.08,166.23,325.45,135.58,691.68,124.60,123.10,131.33,172.66,133.17,160.48,266.87,646.91,218.28,53.80
2017-02-06,dsm2,base,98,134393.95,72682.72,18833.71,14393.97,-2537.42,-2213.42,-324.00,141371.11,0.00,0.00,162.62,3.29,3.77,3.23,2.95,147.52,147.52,192.52,188.44,158.19,162.20,128.14,128.14,186.08,121.95,159.08,367.97,512.86,146.09,171.14,170.22,948.59,141.36,133.46,580.55,194.86,142.25,193.28,254.45,167.86,139.63,164.99,159.56,322.37,138.07,690.18,116.43,112.70,126.17,163.26,129.29,160.89,271.16,685.28,210.01,53.80
2017-02-07,dsm2,base,98,179699.43,76986.96,18361.46,14380.97,-4424.58,-3780.20,-644.38,188104.51,0.00,0.00,177.42,3.33,3.95,3.36,3.09,143.14,143.14,192.08,202.37,171.63,160.65,114.86,114.86,181.94,107.08,160.66,388.35,578.86,140.71,170.67,169.37,1008.01,139.14,124.43,341.58,204.70,138.86,192.65,260.78,179.33,128.81,171.36,174.43,317.66,137.22,775.15,104.65,104.87,115.63,175.97,122.01,174.73,321.25,721.13,216.28,53.80
2017-02-08,dsm2,base,98,245356.07,79468.37,17622.62,14180.97,-3855.52,-3323.53,-531.99,252653.25,0.00,0.00,187.00,3.23,3.98,3.30,3.11,138.99,138.99,191.13,205.39,184.50,161.28,102.07,102.07,180.41,97.30,163.67,397.05,595.41,129.75,171.49,170.50,1033.79,135.07,113.29,232.02,209.63,124.54,191.60,262.86,193.16,113.66,176.89,192.13,314.63,135.95,779.29,95.09,97.72,100.42,194.03,106.21,187.19,367.37,727.38,246.44,53.80
2017-02-09,dsm2,base,98,269132.11,88751.04,17068.59,14115.97,-5471.41,-4789.23,-682.18,277556.15,0.00,0.00,186.75,3.02,3.76,3.10,3.07,132.30,132.30,192.47,190.03,191.17,163.35,91.09,91.09,182.30,86.90,167.86,406.24,619.83,114.99,174.97,173.92,1033.35,128.96,103.37,178.99,213.21,115.37,192.93,268.59,200.99,102.84,186.79,207.60,313.51,132.31,779.45,84.78,88.59,87.03,209.22,89.78,193.18,387.01,732.50,256.38,53.80
2017-02-10,dsm2,base,98,337418.79,93000.09,17168.68,14036.97,-5755.82,-5118.37,-637.45,346306.33,0.00,0.00,181.17,2.84,3.90,3.03,3.23,126.68,126.68,202.72,171.19,189.06,169.42,82.18,82.18,184.94,78.56,177.02,438.78,652.92,103.26,182.58,181.54,1103.98,120.26,93.56,138.71,213.74,106.26,202.80,291.69,201.15,94.57,201.09,212.59,318.29,130.84,877.84,77.35,81.64,78.00,214.87,78.48,190.78,454.51,768.80,276.97,53.80
2017-02-11,dsm2,base,98,350924.55,90005.93,18531.68,14108.97,-4447.45,-3994.50,-452.95,359794.72,0.00,0.00,185.08,2.59,3.91,2.76,3.31,119.04,119.04,213.02,148.53,187.62,178.72,73.86,73.86,192.48,70.14,190.17,443.58,643.53,93.86,193.15,192.29,1124.83,115.44,83.99,121.91,198.80,94.54,213.02,311.17,196.60,86.96,209.83,206.01,328.21,127.70,875.25,68.46,72.99,69.38,209.13,69.82,189.40,464.08,760.05,289.70,53.80
2017-02-12,dsm2,base,98,333338.67,91485.88,20240.41,14035.97,-2029.58,-1988.74,-40.84,341572.70,0.00,0.00,186.67,2.46,3.96,2.47,3.28,118.70,118.70,224.56,123.08,189.14,188.45,67.58,67.58,199.71,64.26,198.96,446.40,589.63,84.24,205.46,204.45,1141.75,112.90,77.65,104.03,180.10,80.83,225.12,326.41,196.67,80.43,212.81,202.20,342.19,122.57,879.58,63.40,65.21,63.89,204.15,64.22,190.78,481.89,754.02,279.26,53.80
2017-02-13,dsm2,base,98,296952.14,90568.97,22963.60,14216.97,-1721.28,-1749.29,28.01,307420.06,0.00,0.00,178.17,2.24,3.92,2.29,3.27,118.59,118.59,239.43,104.57,185.45,197.97,64.41,64.41,206.86,61.12,207.56,421.97,534.73,78.67,218.25,217.16,1128.11,110.82,74.81,103.55,157.66,75.66,240.48,347.81,192.38,77.12,204.35,198.49,357.86,117.87,834.16,60.56,61.06,60.86,199.50,61.18,186.31,435.30,718.25,256.03,53.80
