datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,sf_tidal_filter,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,tms,anh,cse,oh4,rsl,vcu,mtz,god,gzl,frk,bac,hol
2011-10-18,SCHISM,suisun,6,24081.40,18929.13,4278.78,-9709.52,446.73,18203.93,1.00,0.00,1.06,3.34,89.40,55.00,-391.73,660.72,571.85,550.48,686.89,492.87,806.53,18724.26,13167.00,10006.00,3468.66,645.33,7940.86,2705.18,364.14,269.34,563.69,700.58,337.00,13291.85,1166.09,12008.71,10105.42,11697.22,1408.49,171.25,1705.01,7947.01,10006.34,388.65,492.87,550.48,14166.14,14987.41,14952.64,483.38,409.71,458.03
2011-10-19,SCHISM,suisun,6,23465.05,18601.00,4169.90,-9424.01,612.93,17598.02,1.00,0.00,1.71,3.28,86.40,59.00,-553.93,604.05,415.02,344.91,417.35,437.92,681.91,18067.60,12597.07,9744.79,2823.70,326.93,7486.03,2510.66,379.49,293.24,643.25,448.30,313.64,12191.79,1186.25,12541.65,9938.17,11828.76,1603.92,419.48,1717.42,7496.81,9744.96,376.08,437.92,344.91,14492.85,15114.96,15635.80,469.24,425.20,467.76
2011-10-20,SCHISM,suisun,6,22408.02,17599.42,4117.92,-9151.08,499.29,16875.56,1.00,0.00,1.71,3.12,83.60,47.70,-451.59,434.96,410.13,369.05,319.43,421.60,405.03,16480.89,11187.71,8268.49,1365.18,284.63,6262.85,1953.41,287.43,296.68,696.23,330.36,252.73,11903.95,1092.36,12564.56,9748.07,11975.04,1232.13,236.09,1122.09,6273.43,8268.14,406.95,421.60,369.05,14632.28,14843.50,15626.74,424.14,423.72,460.78
2011-10-21,SCHISM,suisun,6,21863.24,17084.13,4093.28,-8900.82,493.31,16562.40,1.00,0.00,1.82,2.93,82.20,48.40,-444.91,370.11,397.59,385.46,287.21,439.20,363.71,14671.10,9369.07,6167.94,780.16,348.33,4902.57,1530.22,287.86,307.42,471.35,277.96,197.31,12049.82,1017.93,12429.24,9116.16,12081.10,1003.91,150.37,823.19,4913.18,6167.22,418.84,439.20,385.46,14374.55,14569.39,15110.00,394.19,419.69,444.70
2011-10-22,SCHISM,suisun,6,22410.89,17330.85,4149.11,-9531.67,421.79,16606.54,1.00,0.00,2.07,3.02,81.80,52.90,-368.89,348.33,396.31,390.99,288.07,439.20,326.93,13832.00,8078.51,4824.97,594.03,236.31,3941.84,1350.19,294.96,315.14,350.26,275.16,216.18,12169.49,1013.46,12597.57,8668.23,12234.86,809.00,139.92,655.73,3947.98,4824.24,418.84,439.20,390.99,14240.36,14513.77,14479.23,395.04,410.35,436.23
2011-10-23,SCHISM,suisun,6,23364.47,18418.69,4308.25,-10676.36,368.11,16628.25,1.00,0.00,2.63,3.27,82.40,162.40,-205.71,348.97,402.91,382.48,286.14,439.20,316.64,14183.45,7674.45,4433.63,501.72,194.06,3462.28,1311.17,239.55,306.56,306.13,275.16,194.71,12364.31,1059.34,12940.30,7985.83,12510.32,706.80,139.49,557.82,3466.41,4432.33,409.28,439.20,382.48,14216.23,14446.84,13956.92,419.05,400.78,436.87
2011-10-24,SCHISM,suisun,6,25116.49,20186.97,4515.77,-10342.74,447.99,18841.53,1.00,0.00,3.41,3.37,82.00,293.70,-154.29,344.70,391.21,379.28,307.85,429.02,305.91,15515.78,8061.49,4737.00,498.56,178.20,3334.01,1351.79,243.23,291.09,295.82,309.78,159.29,12696.21,1152.58,13303.41,7250.29,12917.12,667.38,137.53,525.07,3338.16,4735.17,399.72,429.02,379.28,14394.33,14424.24,13941.58,475.15,398.44,450.84
2011-10-25,SCHISM,suisun,6,26442.29,21835.85,4715.01,-9614.60,501.03,21041.67,1.00,0.00,4.31,3.29,80.60,293.80,-207.23,353.68,393.97,395.68,295.39,418.84,320.72,15233.15,7735.40,4507.13,422.66,171.25,3011.75,1236.15,246.90,283.56,296.03,284.42,149.50,13048.92,1154.40,13495.73,6250.65,13160.97,636.17,226.57,463.53,3015.36,4506.76,399.29,418.84,395.68,14459.13,14589.80,13962.75,506.77,398.44,477.68
2011-10-26,SCHISM,suisun,6,27522.85,23174.89,4864.50,-9467.33,526.46,22393.56,1.00,0.00,5.08,3.22,78.60,166.70,-359.76,351.33,388.44,398.44,314.07,418.84,309.56,13936.61,6601.16,3489.88,319.22,188.85,2490.29,1021.59,229.39,267.62,308.49,307.20,150.37,13199.02,1080.21,13547.06,6171.53,13266.39,581.90,205.99,420.11,2492.98,3489.12,400.99,418.84,398.44,14164.97,14349.29,13575.65,440.26,415.02,479.37
2011-10-27,SCHISM,suisun,6,27848.63,23933.07,5021.68,-9424.70,552.98,22892.63,1.00,0.00,5.61,3.26,77.20,130.50,-422.48,366.27,398.02,402.48,319.86,418.84,334.43,13248.55,5813.94,2865.80,306.34,228.52,2087.34,894.16,246.47,265.89,297.32,316.43,167.12,13267.56,1028.90,13475.32,5866.24,13318.32,519.40,220.51,398.65,2089.28,2864.46,416.93,418.84,402.48,13672.40,13831.84,13011.49,406.10,414.38,462.47
