datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mrz,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2015-01-01,dsm2,base,87,24528.08,22347.60,1139.00,5652.00,3185.99,16829.09,0.00,0.67,1148.08,2.24,3.89,2.27,3.57,256.37,256.37,286.45,1206.14,1176.03,276.25,226.32,226.32,315.37,207.77,266.27,2738.77,3317.39,1476.18,275.38,274.91,4558.64,250.59,334.57,5527.40,1441.54,260.76,286.78,345.78,1168.77,1250.05,234.82,756.11,529.02,224.43,5879.73,209.64,233.66,221.72,507.13,227.71,1177.49,373.76,3397.78,479.07,54.40
2015-01-02,dsm2,base,87,21407.04,19731.80,1121.00,6046.00,3213.12,13268.93,0.00,1.00,1132.06,2.05,4.01,2.31,3.59,247.44,247.44,275.38,940.90,1175.40,270.70,255.38,255.38,307.74,213.10,259.37,2501.19,3086.10,1937.65,267.55,267.25,5027.67,252.41,479.29,6967.97,1560.90,250.36,275.72,328.65,1171.87,1913.30,232.62,748.01,491.45,231.86,5234.96,218.32,241.70,224.70,446.02,229.23,1172.95,364.92,3095.93,429.04,59.60
2015-01-03,dsm2,base,87,19092.32,17795.80,1091.00,5775.00,3248.05,11160.27,0.00,1.00,1115.06,2.15,4.00,2.40,3.58,247.50,247.50,269.86,636.89,1174.29,267.23,287.03,286.67,301.52,217.78,257.84,2484.18,2905.91,2304.73,262.86,262.70,5098.42,250.87,580.53,7754.18,1680.54,279.94,270.27,323.40,1173.95,2206.51,234.66,745.99,460.38,234.94,5028.48,225.58,251.75,228.16,470.72,232.94,1156.36,355.54,2933.40,463.68,59.60
2015-01-04,dsm2,base,87,17525.75,16559.40,1068.00,6212.00,3285.74,9096.01,0.00,1.00,1070.16,2.12,3.95,2.34,3.57,249.92,249.92,266.00,479.07,1172.48,264.27,333.41,333.41,296.58,223.45,256.31,2443.22,2775.98,2754.28,260.03,259.96,5147.52,250.19,728.28,8367.62,1757.81,320.65,266.22,317.07,1171.69,2645.88,237.16,744.65,434.75,237.41,4742.81,232.02,258.05,231.80,464.54,235.81,1139.96,346.03,2742.68,451.21,62.20
2015-01-05,dsm2,base,87,16495.67,15703.60,1048.00,4877.00,3274.77,9391.89,0.00,1.00,1061.03,2.09,3.99,2.32,3.61,254.64,254.64,263.99,417.52,1170.12,262.38,382.25,382.25,293.11,230.26,255.49,2424.31,2688.49,3149.35,258.52,258.45,5159.08,249.72,863.99,8832.59,1844.95,368.75,264.14,311.30,1161.05,2940.47,240.19,744.83,411.70,240.70,4732.86,237.17,255.96,235.80,441.19,238.77,1121.54,339.51,2567.23,442.07,63.20
2015-01-06,dsm2,base,87,15629.31,14953.40,1055.00,5266.00,3262.80,8155.51,0.00,1.00,1074.95,2.08,4.06,2.32,3.65,262.64,262.64,261.54,406.11,1165.17,260.90,451.59,451.59,290.32,237.94,254.96,2411.96,2638.65,3569.30,257.45,257.40,5164.22,250.24,1059.00,9632.11,1990.53,424.00,261.68,304.96,1146.02,3407.13,242.94,741.17,391.33,244.31,4583.50,240.98,252.30,239.43,451.17,241.66,1087.72,331.25,2379.16,486.04,63.20
2015-01-07,dsm2,base,87,14488.49,13915.00,1044.00,5953.00,3284.07,6295.42,0.00,1.00,1069.02,1.96,4.02,2.17,3.61,278.50,278.50,260.48,419.69,1158.40,260.08,569.00,569.00,287.49,247.48,254.90,2402.95,2593.47,4066.93,256.85,256.82,5065.98,251.19,1339.80,10726.47,2193.26,516.45,260.68,299.36,1132.37,4068.30,245.68,735.20,373.43,247.18,4318.19,242.60,250.60,243.13,449.14,244.24,1072.68,323.46,2212.57,469.81,66.00
2015-01-08,dsm2,base,87,13866.86,13339.70,1046.00,5395.00,3080.06,6437.81,0.00,1.00,1046.09,1.89,4.04,2.10,3.61,291.54,291.54,260.54,451.19,1152.70,259.47,638.67,638.67,285.08,257.04,255.25,2420.15,2570.74,4478.87,256.86,256.82,5032.82,251.85,1488.91,11223.09,2377.82,622.87,260.74,298.81,1108.64,4331.62,248.40,731.81,358.84,249.21,4371.24,241.96,254.30,246.49,603.04,246.80,1079.92,317.24,2072.04,482.65,66.20
2015-01-09,dsm2,base,87,13436.36,12947.00,1055.00,6063.00,2776.31,5652.05,0.00,1.00,1041.02,1.97,4.00,2.21,3.62,310.59,310.59,261.16,511.98,1141.45,259.18,733.89,733.89,282.93,265.97,255.62,2450.35,2576.38,4910.06,257.22,257.17,4935.25,253.03,1686.14,12091.81,2570.34,692.62,261.42,294.49,1093.57,4829.45,250.97,732.25,347.16,250.60,4217.29,241.60,252.31,249.34,548.95,248.66,1076.11,311.66,1977.06,405.28,66.20
2015-01-10,dsm2,base,87,13145.05,12679.70,1069.00,5829.00,2821.30,5563.74,0.00,1.00,1015.10,2.08,3.89,2.36,3.57,330.58,330.58,260.71,591.00,1133.01,259.28,824.61,824.61,281.85,276.83,256.13,2495.78,2603.17,5284.90,257.52,257.49,4842.17,254.57,1898.92,12514.05,2768.51,808.68,260.98,289.43,1088.20,5255.07,253.26,731.25,337.91,251.91,4081.45,242.43,241.95,252.07,574.29,250.28,1057.68,305.73,1913.20,441.62,66.20
2015-01-11,dsm2,base,87,12895.27,12416.80,1056.00,5792.00,2670.71,5488.56,0.00,1.00,982.12,2.20,3.87,2.55,3.56,337.56,337.56,261.18,675.43,1119.29,259.60,872.13,872.13,280.83,283.17,256.90,2565.09,2658.02,5616.65,258.14,258.08,4791.58,255.71,1963.16,12446.19,2953.62,883.50,261.44,289.71,1085.30,5351.45,255.64,733.03,330.49,253.78,4027.13,243.60,238.17,254.09,591.06,251.79,1046.76,302.66,1919.64,460.52,66.20
2015-01-12,dsm2,base,87,12704.17,12255.10,1048.00,5792.00,2538.15,5422.02,0.00,1.00,971.04,2.37,3.98,2.87,3.66,357.11,357.11,261.49,772.44,1109.31,260.74,949.30,949.30,280.42,293.62,257.74,2668.17,2740.47,5952.79,258.72,258.65,4697.11,257.25,2160.06,12685.14,3192.88,983.26,261.64,288.14,1074.26,5579.06,257.57,732.96,324.20,254.75,3945.05,242.03,241.40,256.95,635.04,253.67,1026.57,300.21,1925.21,485.89,66.20
2015-01-13,dsm2,base,87,12452.33,12019.70,1014.00,5848.00,2287.81,5330.52,0.00,1.00,968.01,2.55,4.10,3.22,3.71,395.42,395.42,261.74,859.19,1106.65,261.34,1148.94,1148.94,279.69,315.53,258.44,2831.17,2815.25,6495.80,259.31,259.27,4594.82,260.04,2511.09,13470.07,3493.71,1173.78,261.88,286.12,1061.56,6128.52,258.85,728.14,319.23,254.32,3664.67,240.38,240.69,262.40,685.76,256.37,999.87,298.00,1903.68,527.23,70.80
