datetime,model,scene,case,northern_flow,sac_flow,sjr_flow,exports,delta_cu,ndo,dcc,smscg,sf_tidal_energy,x2,evap_delta,cu_flow,trp,wci,vcu,uni,rsl,old,pct,mal,cll,emm2,srv,anc,jer,sal,ppt,rri2,bdt,lps,snc,dsj,bdl,nsl2,vol,tss,sss,oh4,rsl,vcu,mtz
2012-03-26,SCHISM,base,6,13908.92,11442.67,1677.10,3684.24,-440.17,19444.17,1.00,0.00,1.98,67.00,143.70,583.87,504.67,404.82,337.00,881.05,233.71,880.85,5291.32,2275.29,216.61,2344.47,149.28,274.30,196.23,151.89,171.25,898.25,878.59,177.33,3613.60,303.77,2030.09,212.93,3519.71,168.64,108.58,277.96,233.71,337.00,3237.30
2012-03-27,SCHISM,base,6,12179.29,9569.55,1730.68,4045.45,924.82,-9569.70,1.00,0.00,1.83,67.20,45.10,-879.72,533.90,429.87,337.00,878.59,233.71,893.54,6846.42,2477.99,215.09,2512.01,152.11,276.24,196.01,156.03,171.25,886.38,878.59,182.33,3555.34,302.91,2066.71,212.93,3352.09,166.47,108.58,281.83,233.71,337.00,3143.59
2012-03-28,SCHISM,base,6,13436.69,10083.13,1771.67,4436.14,1249.20,24922.52,1.00,0.00,1.71,66.40,76.40,-1172.80,568.71,472.61,340.21,878.59,233.71,889.86,6829.69,2396.16,225.49,2457.60,154.94,278.17,196.66,155.15,171.25,881.26,878.59,185.37,3455.70,309.56,1973.33,212.93,3349.26,171.03,135.13,283.34,233.71,340.21,3125.05
2012-03-29,SCHISM,base,6,15520.17,12073.34,1799.51,4824.86,819.63,4505.65,1.00,0.00,1.45,66.80,100.40,-719.23,647.83,439.20,345.98,878.59,233.71,894.36,5813.58,2263.10,205.34,2308.35,165.38,267.62,194.06,155.15,171.25,878.59,878.59,184.29,3375.80,318.79,1846.54,218.99,3308.96,172.12,141.01,286.78,233.71,345.98,3160.23
2012-03-30,SCHISM,base,6,20001.58,16608.70,1834.90,6138.72,384.57,1308.19,1.00,0.00,1.48,68.20,284.20,-100.37,600.29,463.11,343.84,894.77,233.71,897.43,6423.15,2284.19,213.79,2333.85,178.20,268.48,195.14,160.81,171.25,878.59,880.44,186.68,3316.87,308.70,1828.30,226.79,3195.95,167.99,141.88,279.25,233.71,343.84,3201.05
2012-03-31,SCHISM,base,6,27873.12,24226.59,1828.57,7005.91,697.80,-5971.97,1.00,0.00,1.54,66.00,302.80,-395.00,589.01,369.26,341.06,898.25,233.71,895.18,8640.86,2544.66,259.64,2614.85,176.03,289.80,197.10,171.25,171.25,878.59,884.33,182.77,3187.07,270.42,1944.81,231.77,3052.52,168.42,133.61,277.74,233.71,341.06,3327.04
2012-04-01,SCHISM,base,6,33989.13,29787.37,1804.81,4827.61,-1356.08,52892.48,1.00,0.00,1.60,61.60,230.10,1586.18,505.09,441.74,346.41,883.30,233.71,898.04,5365.30,2155.93,193.41,2265.04,179.29,282.26,194.06,164.29,171.25,878.59,894.97,170.38,3080.56,276.67,1652.34,236.74,3179.13,177.99,121.42,263.74,233.71,346.41,3125.05
2012-04-02,SCHISM,base,6,33816.57,30139.96,1846.04,2729.78,-1888.28,18513.03,1.00,0.00,2.01,62.20,257.10,2145.38,639.71,546.91,337.00,898.25,233.71,898.25,3604.47,2029.12,177.33,2114.75,171.03,244.52,192.10,156.24,171.25,878.59,891.90,158.85,3125.99,287.00,1525.65,230.04,3072.79,175.81,115.33,273.22,233.71,337.00,2959.17
2012-04-03,SCHISM,base,6,33848.58,30444.10,1898.86,2497.27,-1516.84,15901.14,1.00,0.00,2.41,61.60,448.30,1965.14,565.57,435.17,337.00,898.25,233.71,898.25,4084.87,2196.09,183.85,2310.67,157.33,239.55,192.10,154.50,171.25,878.59,898.25,150.37,3022.94,272.57,1576.60,211.84,2874.17,162.55,122.07,258.13,233.71,337.00,2740.71
2012-04-04,SCHISM,base,6,35036.49,31797.59,1908.22,2076.82,-1255.40,39436.70,1.00,0.00,2.90,60.40,380.10,1635.50,545.44,473.04,329.72,869.58,233.71,901.73,3516.90,2169.91,181.68,2317.43,155.59,229.82,191.24,147.32,171.25,878.59,886.58,147.97,2870.75,263.95,1528.03,191.45,2835.90,162.12,108.80,255.11,233.71,329.72,2453.94
2012-04-05,SCHISM,base,6,34446.64,31372.15,2087.39,2261.00,-1219.29,44996.89,1.00,0.00,3.49,59.60,197.30,1416.59,699.75,622.41,323.50,807.76,233.71,919.72,2637.62,2087.73,165.38,2226.90,154.28,210.76,177.99,143.84,171.25,879.41,838.60,142.53,2783.47,268.26,1434.60,179.51,2750.26,161.90,120.33,254.46,233.71,323.50,2136.90
2012-04-06,SCHISM,base,6,32107.43,29209.30,2294.55,2668.28,-1308.42,45129.72,1.00,0.00,4.12,60.40,157.60,1466.02,704.93,559.70,317.72,701.83,213.79,909.29,2149.78,1955.95,157.55,2081.70,159.72,199.92,172.12,142.97,176.68,891.29,733.50,132.52,2723.90,272.14,1342.39,170.38,2627.68,159.29,129.04,254.46,213.79,317.72,1831.05
2012-04-07,SCHISM,base,6,30031.51,27286.03,2392.98,2669.22,-1376.15,27469.06,1.00,0.00,4.63,61.60,196.60,1572.75,627.63,513.09,305.70,619.08,212.93,889.24,2667.75,2062.62,154.72,2172.82,156.90,192.10,171.25,145.15,174.29,894.16,648.45,129.47,2587.44,261.58,1339.79,159.51,2386.91,160.38,110.76,254.46,212.93,305.70,1547.67
2012-04-08,SCHISM,base,6,28277.40,25639.97,2540.81,3180.01,-1334.67,34886.78,1.00,0.00,4.89,62.00,173.90,1508.57,560.54,471.98,296.46,523.81,212.93,819.28,3859.87,2235.62,162.55,2362.99,152.76,191.89,171.25,146.45,170.38,873.27,551.53,129.47,2396.74,246.90,1344.59,152.11,2167.38,159.29,120.33,254.46,212.93,296.46,1423.04
2012-04-09,SCHISM,base,6,26553.45,23993.13,2691.90,3728.22,-1140.28,22674.43,1.00,0.00,4.81,65.00,110.90,1251.18,484.65,398.65,303.34,466.28,212.93,791.91,4374.08,2365.12,171.03,2481.83,153.20,191.02,171.25,145.15,169.51,821.13,497.72,129.47,2285.16,240.20,1326.99,150.37,2068.27,157.77,112.94,254.46,212.93,303.34,1496.27
2012-04-10,SCHISM,base,6,25285.69,22778.75,2806.20,3774.74,-666.79,28732.78,1.00,0.00,4.35,62.20,266.30,933.09,399.08,341.49,316.43,422.66,212.93,793.15,4748.79,2479.52,181.25,2583.03,152.11,194.93,171.25,145.80,167.55,737.43,432.84,129.47,2279.16,235.01,1320.98,159.29,2091.81,155.37,109.67,254.46,212.93,316.43,1655.89
2012-04-11,SCHISM,base,6,24586.34,22004.38,2826.00,3543.34,-594.54,19681.69,1.00,0.00,3.70,61.40,256.90,851.44,375.66,347.26,316.43,433.26,212.93,811.06,4432.92,2490.87,178.86,2583.41,149.93,196.01,171.25,145.80,170.60,612.19,425.84,129.47,2317.05,231.98,1309.97,167.99,2154.57,151.46,112.72,255.32,212.93,316.43,1748.33
2012-04-12,SCHISM,base,6,24364.32,21394.55,2712.71,3086.36,367.40,3896.90,1.00,0.00,3.15,61.20,337.50,-29.90,389.08,337.43,316.43,421.39,212.93,814.55,3855.44,2453.55,160.81,2515.85,152.98,191.45,171.25,143.84,172.34,516.24,421.81,134.70,2362.22,236.96,1267.47,171.25,2197.06,152.11,121.20,269.77,212.93,316.43,1687.07
2012-04-13,SCHISM,base,6,27458.61,21447.58,2575.46,2768.79,1040.04,14398.21,1.00,0.00,2.42,58.80,223.60,-816.44,377.58,348.97,324.58,426.05,212.93,780.99,3395.74,2572.48,159.29,2657.55,154.07,191.24,171.25,145.58,172.34,475.36,413.53,147.10,2374.76,233.71,1234.74,166.25,2127.00,152.11,108.58,278.60,212.93,324.58,1632.39
2012-04-14,SCHISM,base,6,28764.85,24390.63,2580.22,3232.99,69.11,36036.84,1.00,0.00,2.13,58.00,160.60,91.49,405.03,357.52,341.92,434.53,212.93,770.06,1815.51,2256.33,150.37,2349.87,156.68,180.38,171.25,142.32,184.29,453.80,421.17,150.37,2395.39,247.33,1108.34,152.98,2309.12,161.03,123.38,292.38,212.93,341.92,1499.45
2012-04-15,SCHISM,base,6,35712.67,32156.36,2692.16,4056.63,27.05,24859.37,1.00,0.00,2.06,58.80,256.40,229.35,415.44,364.99,371.18,446.82,212.93,712.60,1381.70,2091.81,150.37,2179.80,164.51,171.25,171.25,144.27,191.45,443.43,445.76,150.37,2434.69,257.91,1049.40,150.37,2274.33,160.38,112.06,296.25,212.93,371.18,1364.38
2012-04-16,SCHISM,base,6,41878.53,38621.66,2745.01,4439.86,171.82,33105.18,1.00,0.00,1.99,59.00,228.10,56.28,422.23,373.95,384.82,453.80,212.93,624.08,1549.26,2088.50,150.37,2199.39,155.59,171.25,171.25,145.58,192.54,439.20,437.29,150.37,2429.88,252.30,1027.48,150.37,2103.48,158.85,115.11,296.03,212.93,384.82,1233.94
2012-04-17,SCHISM,base,6,41672.61,38432.45,2844.68,4124.90,-688.70,30379.43,1.00,0.00,2.04,58.60,254.40,943.10,419.69,382.26,415.23,518.98,212.93,552.16,1532.00,2149.14,150.37,2278.00,154.50,171.25,171.25,142.10,189.06,443.22,505.93,148.41,2264.85,243.87,1007.77,150.37,1931.13,153.85,153.63,297.32,212.93,415.23,1103.89
2012-04-18,SCHISM,base,6,37750.86,34396.46,2894.97,3810.76,-1264.94,41480.83,1.00,0.00,2.24,57.60,93.40,1358.34,442.16,402.06,433.26,393.97,212.93,527.60,1497.66,2203.07,150.37,2340.03,161.90,171.25,171.25,147.10,189.06,456.13,434.75,134.48,2001.24,237.17,994.75,150.37,1791.98,152.54,130.78,296.68,212.93,433.26,994.96
2012-04-19,SCHISM,base,6,32815.02,29452.85,2697.75,3833.47,-1296.52,48626.02,1.00,0.00,2.39,58.20,48.30,1344.82,446.82,398.23,441.53,409.07,212.93,520.24,1198.53,2149.53,153.20,2273.36,151.24,171.25,171.25,146.89,197.10,466.91,396.10,143.62,1832.62,239.34,950.14,150.37,1742.43,157.11,118.16,296.03,212.93,441.53,921.76
2012-04-20,SCHISM,base,6,28930.49,25161.80,2389.34,3773.36,-1441.63,30376.90,1.00,0.00,2.55,60.00,52.80,1494.43,390.14,365.21,456.98,457.82,212.93,517.93,1267.03,2123.50,150.37,2216.64,152.33,171.25,171.25,144.49,199.92,490.55,442.37,150.37,1750.10,239.34,904.18,150.37,1676.81,150.37,123.16,296.46,212.93,456.98,817.84
2012-04-21,SCHISM,base,6,26100.84,22361.17,2158.52,3899.38,-1380.28,24802.40,1.00,0.00,2.74,61.40,247.40,1627.68,399.51,370.33,459.51,489.50,212.93,518.56,2135.14,2207.33,150.37,2294.63,151.02,171.25,166.68,146.23,196.23,460.78,477.47,148.19,1676.22,232.63,890.27,150.37,1555.40,150.37,111.85,297.54,212.93,459.51,720.67
2012-04-22,SCHISM,base,6,24913.05,21245.47,2150.59,3477.76,-1187.91,-3383.52,1.00,0.00,2.78,65.00,482.60,1670.51,417.57,373.53,459.51,460.36,212.93,517.93,3519.90,2428.14,150.37,2525.07,143.19,158.85,159.29,146.67,186.89,437.92,468.39,147.97,1591.05,216.83,889.04,150.37,1395.92,145.80,125.77,305.27,212.93,459.51,698.72
2012-04-23,SCHISM,base,6,24043.36,20423.98,2208.67,2573.29,-409.03,38070.75,1.00,0.00,2.80,60.60,241.30,650.33,412.89,386.10,459.51,432.63,212.93,521.08,4657.54,2644.53,166.68,2814.55,138.18,167.99,156.03,147.54,179.94,442.80,448.72,146.02,1506.60,210.33,875.93,150.37,1211.82,144.71,122.95,292.59,212.93,459.51,974.60
2012-04-24,SCHISM,base,6,25664.80,19240.89,2191.31,2098.19,-444.27,37457.66,1.00,0.00,2.63,60.40,220.80,665.07,438.35,426.48,459.51,418.84,212.93,542.51,2678.87,2419.67,153.41,2520.65,149.28,166.68,153.63,144.93,192.32,453.17,418.84,138.18,1444.36,221.81,867.32,150.37,1454.91,148.41,128.60,301.40,212.93,459.51,1117.64
2012-04-25,SCHISM,base,6,26565.11,19939.04,2068.04,2137.14,123.30,22891.72,1.00,0.00,2.39,60.80,596.00,472.70,430.08,418.20,459.51,416.72,212.93,538.73,2480.29,2438.16,150.37,2519.88,153.20,164.94,154.94,145.36,194.49,474.09,418.20,133.61,1553.82,230.04,856.45,150.37,1480.17,149.93,129.47,309.56,212.93,459.51,1069.07
2012-04-26,SCHISM,base,6,29289.74,22006.73,1879.78,2273.63,-77.35,37778.83,1.00,0.00,2.02,57.80,483.90,561.25,415.65,396.10,459.51,426.90,212.93,521.71,2822.37,2505.48,153.85,2634.39,153.20,165.16,154.28,146.67,192.54,471.56,418.84,145.58,1572.05,227.65,858.30,150.37,1422.25,150.59,131.87,308.27,212.93,459.51,1021.59
2012-04-27,SCHISM,base,6,31947.66,22987.60,1817.21,2271.70,-481.31,40712.69,1.00,0.00,1.68,58.40,324.30,805.61,415.44,394.40,459.51,423.72,212.93,509.09,1072.19,2151.08,150.37,2249.56,156.03,156.46,161.90,145.36,211.84,451.69,423.30,150.37,1564.52,243.44,835.11,150.37,1658.85,157.11,136.44,320.50,212.93,459.51,914.00
2012-04-28,SCHISM,base,6,33776.63,24776.58,1893.82,2263.68,-478.15,15839.12,1.00,0.00,1.52,59.40,178.00,656.15,418.63,389.29,459.51,418.84,212.93,515.82,973.38,2144.48,150.37,2231.16,159.94,150.37,169.07,154.72,212.71,442.80,411.62,150.37,1673.85,246.68,822.37,150.37,1563.72,156.46,113.37,324.79,212.93,459.51,815.79
2012-04-29,SCHISM,base,6,37296.63,28458.09,1958.63,2261.76,-445.56,20867.57,1.00,0.00,1.42,60.00,422.70,868.26,410.35,388.23,458.67,418.84,212.93,523.81,1185.24,2203.07,150.37,2271.81,143.84,154.28,171.25,152.33,211.84,439.20,398.87,150.37,1634.76,247.76,814.35,150.37,1452.12,156.24,108.58,324.15,212.93,458.67,737.43
2012-04-30,SCHISM,base,6,38818.72,29961.87,1994.84,2380.44,-636.25,17738.79,1.00,0.99,1.41,59.40,602.10,1238.35,412.26,387.80,441.10,400.78,212.93,535.79,1614.79,2280.13,150.37,2378.81,130.56,152.54,171.25,147.76,202.95,439.20,394.19,150.37,1511.76,239.12,796.65,150.37,1325.79,150.15,108.58,318.57,212.93,441.10,684.20
2012-05-01,SCHISM,base,6,37935.86,28484.62,2080.96,3362.78,-658.05,22954.12,1.00,1.00,1.71,59.20,646.30,1304.35,403.76,368.41,439.20,398.44,233.06,536.21,1612.62,2277.42,138.40,2399.63,131.87,154.72,165.81,144.06,200.57,439.20,390.78,133.61,1395.33,238.25,768.62,155.15,1244.38,145.36,125.12,317.93,233.06,439.20,660.31
2012-05-02,SCHISM,base,6,36159.07,26869.92,2223.94,4232.57,-666.63,18030.58,1.00,1.00,2.29,59.40,409.40,1076.03,404.18,380.35,433.47,413.74,228.74,528.65,1754.63,2290.96,131.00,2420.05,131.87,154.28,161.68,145.58,195.58,434.96,396.31,129.47,1302.16,236.52,760.77,157.98,1177.79,145.58,108.58,315.79,228.74,433.47,634.71
2012-05-03,SCHISM,base,6,34993.26,25790.66,2425.67,4418.11,-287.87,29073.89,1.00,1.00,3.14,59.00,545.90,833.77,402.69,377.79,418.84,419.69,233.71,521.29,1976.06,2312.41,131.00,2439.12,132.09,152.76,157.11,144.49,188.63,424.57,430.72,129.47,1220.06,234.58,757.88,153.20,1122.49,145.36,108.58,309.78,233.71,418.84,606.56
2012-05-04,SCHISM,base,6,33665.69,24982.83,2682.95,4768.29,-363.36,44349.18,1.00,1.00,4.03,57.80,626.60,989.96,408.01,376.08,411.62,311.92,233.71,520.24,1892.27,2253.24,130.13,2403.29,132.30,150.37,157.98,144.49,185.59,415.65,335.50,129.47,1175.97,230.47,752.93,151.02,1190.08,144.71,119.03,307.42,233.71,411.62,591.94
2012-05-05,SCHISM,base,6,31927.08,24290.79,2894.44,4889.75,-629.27,38225.62,1.00,1.00,4.96,59.40,320.30,949.57,389.08,356.45,398.44,295.82,229.60,520.24,1662.79,2140.79,129.47,2268.72,137.96,150.37,159.29,146.67,189.28,418.41,282.91,129.47,1311.17,233.71,753.55,150.37,1317.98,144.49,110.54,291.95,229.60,398.44,582.74
2012-05-06,SCHISM,base,6,30001.74,23086.11,3003.39,5110.79,-660.45,40171.91,1.00,1.00,5.64,60.40,258.90,919.35,350.26,325.65,401.42,295.82,212.93,537.47,2144.45,2219.74,130.56,2349.68,133.83,150.37,156.68,146.45,183.42,392.91,275.16,129.47,1410.68,227.22,756.23,150.37,1281.92,144.71,108.58,282.91,212.93,401.42,582.74
2012-05-07,SCHISM,base,6,28199.44,21595.71,3056.73,5220.67,-767.73,42221.34,1.00,1.00,5.79,60.80,164.80,932.53,325.00,310.85,402.27,283.77,212.93,486.75,2827.78,2280.90,133.18,2411.96,133.39,150.37,154.94,146.23,180.59,337.85,275.16,129.47,1454.31,218.99,766.76,151.89,1291.94,143.84,105.54,284.42,212.93,402.27,652.82
2012-05-08,SCHISM,base,6,26657.30,20537.78,3111.40,4686.04,-764.67,36685.54,1.00,1.00,5.45,61.20,334.30,1098.97,322.86,310.21,398.87,275.16,212.93,405.03,3286.66,2364.15,142.32,2492.98,131.00,153.63,152.33,146.45,177.12,303.12,265.24,129.47,1515.33,213.36,788.41,165.60,1295.15,143.19,87.71,288.72,212.93,398.87,770.47
2012-05-09,SCHISM,base,6,25000.78,19245.00,3144.88,4042.51,-536.68,34037.30,1.00,1.00,4.70,60.60,392.40,929.08,322.43,314.28,397.38,275.16,212.93,367.13,3540.16,2446.63,150.15,2582.07,123.60,161.03,151.67,144.93,176.46,295.82,259.21,129.47,1554.81,210.54,823.39,187.76,1323.59,142.53,95.54,288.29,212.93,397.38,935.65
2012-05-10,SCHISM,base,6,22543.29,17438.02,3092.37,3766.86,-260.39,22994.14,1.00,1.00,3.75,60.60,321.60,581.99,315.79,306.99,386.31,281.40,212.93,365.63,3044.22,2365.31,148.84,2473.37,121.86,160.59,151.89,141.88,180.16,281.83,271.07,129.47,1593.03,218.56,864.66,222.68,1419.06,143.40,104.45,292.59,212.93,386.31,1007.57
2012-05-11,SCHISM,base,6,20437.45,15745.10,3356.78,3726.97,-406.46,2669.74,1.00,1.00,2.85,61.20,422.90,829.36,314.28,312.57,378.00,254.67,212.93,358.80,2901.57,2337.90,139.05,2414.85,129.26,159.94,152.11,142.53,184.29,275.16,252.30,129.47,1583.53,220.94,907.25,273.22,1417.26,141.88,108.58,296.03,212.93,378.00,996.38
2012-05-12,SCHISM,base,6,19268.66,14819.28,3867.88,3570.66,-399.09,-1082.29,1.00,1.00,2.17,62.00,718.90,1117.99,331.86,318.36,378.00,214.23,212.93,381.63,3080.37,2369.36,138.18,2447.59,129.47,159.51,151.67,144.27,184.94,275.16,212.93,129.47,1496.66,218.78,934.83,336.35,1328.39,143.62,108.58,298.18,212.93,378.00,983.15
2012-05-13,SCHISM,base,6,18528.00,14118.31,4072.83,4929.61,233.84,-5889.28,1.00,1.00,1.75,60.80,490.60,256.76,296.03,315.79,377.58,249.49,212.93,380.77,3826.38,2451.82,150.59,2603.16,129.47,162.55,151.46,149.06,184.72,250.36,246.04,129.47,1387.94,206.21,949.12,406.73,1196.12,141.66,98.80,294.96,212.93,377.58,1073.53
2012-05-14,SCHISM,base,6,17292.91,12885.79,4092.80,6438.03,135.48,13723.26,1.00,1.00,1.64,61.40,444.80,309.32,302.26,310.85,357.52,219.21,212.93,356.45,2833.61,2307.77,139.49,2383.44,129.47,159.07,152.76,145.36,193.41,241.93,223.11,129.47,1274.09,222.03,968.69,451.90,1245.39,146.23,94.23,285.28,212.93,357.52,1165.49
2012-05-15,SCHISM,base,6,16453.90,12308.99,4114.97,6590.28,-147.31,5008.76,1.00,1.00,1.78,62.00,432.90,580.21,299.90,299.68,351.11,220.08,212.93,409.92,3434.66,2287.67,139.27,2372.64,122.73,159.94,153.20,146.45,194.06,247.76,218.13,129.47,1212.22,221.81,988.65,513.30,1273.29,147.10,106.41,277.53,212.93,351.11,1271.69
2012-05-16,SCHISM,base,6,15498.87,11807.05,3864.15,6549.03,-316.99,9277.97,1.00,1.00,2.04,65.60,674.50,991.49,290.87,297.11,345.55,246.90,212.93,405.67,3976.98,2261.94,153.41,2363.57,119.90,159.29,153.63,149.06,191.89,228.09,243.66,129.47,1209.40,220.94,1015.70,579.18,1341.59,144.71,108.58,275.81,212.93,345.55,1344.19
2012-05-17,SCHISM,base,6,14038.70,10588.84,3211.53,6433.49,-73.17,13421.03,1.00,1.00,2.34,65.20,466.80,539.97,284.63,292.81,338.71,279.25,212.93,390.36,5237.85,2320.91,179.94,2438.73,124.90,168.20,153.20,152.76,185.16,236.52,271.07,129.47,1221.27,214.23,1050.01,639.71,1347.39,142.32,108.58,275.59,212.93,338.71,1469.83
2012-05-18,SCHISM,base,6,12817.36,9391.69,2628.24,6610.08,-450.81,17930.01,1.00,1.00,2.72,66.00,332.00,782.81,287.86,286.35,337.00,306.99,211.84,370.54,5080.87,2215.08,169.29,2313.57,129.47,171.68,152.98,153.41,188.63,250.36,300.11,129.47,1292.74,217.48,1087.91,700.17,1500.04,143.84,108.58,262.87,211.84,337.00,1620.53
2012-05-19,SCHISM,base,6,12148.07,8770.63,2355.09,6518.27,-638.51,12932.95,1.00,1.00,2.99,67.20,427.00,1065.51,298.18,279.04,318.57,325.65,192.10,390.14,5715.77,2233.29,204.47,2318.01,129.47,176.03,151.89,156.68,186.24,270.20,319.86,129.47,1403.31,214.88,1143.09,760.98,1600.75,143.84,109.89,255.32,192.10,318.57,1899.24
2012-05-20,SCHISM,base,6,11785.80,8438.26,2253.50,6736.68,-802.42,8772.80,1.00,1.00,3.22,68.00,660.90,1463.32,305.27,276.45,301.62,342.13,192.10,406.95,6819.36,2240.65,268.26,2336.55,129.47,197.53,151.46,160.38,180.16,289.58,344.06,129.47,1526.84,207.29,1217.85,808.79,1732.78,141.01,110.76,254.46,192.10,301.62,2208.50
2012-05-21,SCHISM,base,6,11282.36,7958.69,2212.41,6743.77,-239.49,14545.50,1.00,1.00,3.38,69.00,617.10,856.59,306.34,267.19,295.82,351.97,192.10,426.27,8132.13,2288.06,423.30,2430.07,129.47,259.85,153.20,167.33,176.25,308.27,354.10,132.96,1591.05,196.88,1319.78,863.22,1878.49,140.58,118.38,240.42,192.10,295.82,2795.29
2012-05-22,SCHISM,base,6,10833.76,7787.58,2240.95,6512.05,-344.95,14342.51,1.00,1.00,3.48,69.00,630.30,975.25,314.93,270.63,295.82,368.19,192.10,462.05,8455.38,2291.34,581.48,2435.27,130.35,327.58,154.28,167.12,174.07,326.93,365.21,142.10,1696.73,191.02,1447.54,903.98,2150.50,140.58,122.73,236.31,192.10,295.82,3296.90
2012-05-23,SCHISM,base,6,10394.88,7917.20,2300.19,6662.29,-303.62,23637.23,1.00,1.00,3.36,70.20,921.90,1225.52,315.57,269.13,280.76,380.13,192.10,504.67,8344.55,2214.12,667.58,2341.57,131.43,346.41,156.03,165.60,173.86,342.77,376.72,149.28,1904.33,193.62,1589.07,937.49,2437.96,144.27,125.12,235.01,192.10,280.76,3595.25
2012-05-24,SCHISM,base,6,10001.33,7751.51,2371.82,5430.21,-190.77,-9110.42,1.00,1.00,2.91,71.00,622.10,812.87,302.69,259.85,278.39,365.85,192.10,541.25,8864.32,2286.12,820.31,2426.41,131.65,445.13,166.03,167.77,171.25,353.46,360.51,150.37,2111.45,184.94,1784.12,976.02,2629.60,147.10,125.56,233.93,192.10,278.39,3930.86
2012-05-25,SCHISM,base,6,9487.55,7216.69,2469.98,3986.91,169.01,37374.50,1.00,1.00,2.44,69.20,520.30,351.29,305.48,282.91,276.02,313.21,192.10,540.20,8877.44,2299.07,1006.55,2413.31,132.09,481.48,177.33,163.42,172.34,367.77,314.93,150.37,2276.45,188.63,1945.79,1000.04,2901.00,155.37,125.12,233.06,192.10,276.02,4313.49
2012-05-26,SCHISM,base,6,9689.45,7400.55,2455.59,3748.33,-81.72,8247.52,1.00,1.00,2.10,68.60,507.50,589.22,317.93,275.37,282.26,325.22,193.19,555.51,8317.41,2176.31,681.71,2257.30,133.39,421.17,171.25,156.46,176.46,376.30,313.43,150.37,2463.56,200.13,2045.68,1010.41,2955.75,157.11,117.72,237.39,193.19,282.26,4369.07
2012-05-27,SCHISM,base,6,10237.79,7951.23,2418.25,3782.28,-295.66,1789.28,1.00,1.00,1.83,69.20,577.00,872.66,295.60,266.32,293.88,373.53,192.10,560.54,8219.15,2083.06,618.45,2152.24,138.83,409.71,171.25,159.07,177.99,342.77,370.11,150.37,2623.28,202.95,2126.03,1033.98,3040.01,160.81,128.82,242.58,192.10,293.88,4297.79
2012-05-28,SCHISM,base,6,10313.26,8039.04,2596.59,3757.21,-172.84,-6850.81,1.00,1.00,1.60,69.00,379.20,552.04,296.25,268.69,294.10,357.09,192.10,567.25,8584.16,2104.26,670.49,2185.23,150.37,410.98,171.25,162.77,177.99,325.65,347.05,150.37,2762.67,204.91,2292.31,1066.23,3143.59,161.68,112.50,242.36,192.10,294.10,4384.38
2012-05-29,SCHISM,base,6,10363.10,8112.31,2826.50,4255.95,-593.75,-8236.93,1.00,1.00,1.67,69.80,310.60,904.35,326.50,264.60,281.83,338.92,192.10,580.64,8697.69,2101.15,684.82,2153.02,149.50,393.76,171.68,156.46,179.29,361.79,334.86,150.37,2936.37,207.07,2407.92,1102.48,3264.65,163.42,114.68,245.60,192.10,281.83,4561.79
2012-05-30,SCHISM,base,6,11062.54,8849.88,2871.39,4784.66,-943.60,-13276.96,1.00,1.00,2.07,71.20,241.10,1184.70,337.00,264.38,266.32,341.28,210.54,580.64,9323.36,2085.00,802.82,2143.90,146.67,401.84,173.42,151.89,178.42,355.81,337.43,150.37,3113.69,207.07,2550.41,1142.49,3439.92,164.73,118.59,236.09,210.54,266.32,4913.36
2012-05-31,SCHISM,base,6,12045.76,9851.66,2873.02,4471.92,-1279.76,-17114.01,1.00,1.00,2.81,73.80,392.30,1672.06,311.71,263.09,258.34,324.58,207.07,585.25,10166.27,2116.89,984.78,2176.11,141.23,449.57,175.60,149.72,176.90,344.27,324.36,146.67,3303.87,207.07,2743.20,1186.85,3707.12,166.90,126.43,235.88,207.07,258.34,5458.36
2012-06-01,SCHISM,base,6,12500.22,10351.04,2741.31,3706.91,-1406.42,-12348.67,1.00,1.00,3.83,76.40,668.70,2075.12,294.53,262.01,271.71,353.68,192.10,590.68,12199.41,2258.85,1437.59,2355.66,138.62,602.59,185.16,156.03,172.55,345.34,351.11,140.79,3527.40,200.78,3065.97,1227.50,4106.01,167.99,128.39,235.88,192.10,271.71,6341.70
2012-06-02,SCHISM,base,6,12607.80,10528.74,2554.55,3286.47,-1091.79,3403.42,1.00,1.00,4.97,77.00,710.50,1802.29,287.00,264.38,274.08,403.97,192.10,593.40,13545.27,2337.52,1951.06,2481.64,137.09,858.71,199.48,166.90,172.55,337.43,400.57,141.01,3804.94,199.70,3390.29,1263.26,4670.03,172.77,134.70,236.31,192.10,274.08,7159.04
2012-06-03,SCHISM,base,6,13080.37,10942.50,2517.12,3147.91,-1336.59,22030.02,1.00,1.00,5.85,77.40,747.20,2083.79,294.53,269.13,275.37,434.53,192.10,604.68,13235.39,2317.05,2249.36,2474.72,140.14,967.67,216.61,167.12,174.29,340.42,435.81,135.79,4243.25,201.44,3698.15,1300.96,5324.94,186.89,136.00,235.23,192.10,275.37,7807.93
2012-06-04,SCHISM,base,6,14070.31,11890.39,2516.02,3071.06,-396.27,33017.99,1.00,1.00,6.14,76.80,682.40,1078.67,311.49,280.33,278.82,468.60,192.10,614.70,13497.84,2359.71,2347.56,2519.12,146.67,1101.67,229.17,167.77,175.16,364.57,467.33,135.13,4774.77,204.26,4135.49,1336.39,6030.47,193.84,140.58,234.36,192.10,278.82,8343.75
