datetime,model,scene,case,sac_flow,sjr_flow,exports,cu_flow,ndo,dcc,smscg,vern_ec,mrz_tidal_energy,mrz_tidal_filter,sf_tidal_energy,sf_tidal_filter,anc,anh,bac,bdl,bdt,bet,cll,cse,dsj,emm2,frk,god,gys,gzl,hll,hol2,ibs,jer,mal,mtz,nsl2,obi,oh4,old,pct,ppt,rri2,rsl,sal,snc,srv,sss,tms,trp,tss,uni,vcu,vol,wci,x2
2013-01-01,dsm2,base,74,53526.92,2119.42,-1412.47,2684.08,55253.74,0.00,0.00,489.00,2.62,3.98,2.52,4.02,204.46,204.46,311.06,556.09,397.40,246.17,151.18,151.18,282.74,137.92,251.37,1616.23,2201.76,318.40,270.86,268.80,4093.59,193.39,154.67,547.72,153.69,312.34,424.12,423.72,272.06,274.89,455.25,442.38,178.40,2641.09,140.03,138.61,152.84,435.41,161.81,409.85,443.20,2505.92,421.26,53.80
2013-01-02,dsm2,base,74,46362.24,1829.85,-2181.32,2728.81,47215.76,0.00,0.00,567.95,2.00,3.99,1.94,3.99,197.48,197.48,305.22,518.10,413.03,240.74,152.72,152.72,274.83,142.66,246.73,1393.59,2014.89,363.85,266.91,265.21,3830.85,191.62,156.23,497.45,154.59,306.03,417.56,439.17,370.01,266.07,434.75,436.02,177.74,2326.94,146.38,147.31,155.78,427.70,163.58,471.72,426.91,2293.94,422.72,53.80
2013-01-03,dsm2,base,74,39730.69,1548.69,-3899.96,2688.28,38757.94,0.00,0.00,622.95,1.70,3.94,1.58,3.94,196.42,196.42,296.23,473.49,470.96,237.05,153.86,153.86,266.54,148.93,243.46,1376.86,1854.63,378.92,261.97,260.31,3726.23,189.81,156.77,484.10,155.30,297.18,402.67,452.41,362.73,263.56,422.22,419.13,178.03,2434.00,153.28,156.85,160.83,429.77,167.37,537.88,399.70,2162.75,422.28,53.80
2013-01-04,dsm2,base,74,34443.12,1328.97,-3701.81,2672.31,33490.04,0.00,0.00,675.82,1.60,3.92,1.39,3.89,194.50,194.50,282.76,439.79,520.44,232.52,157.22,157.22,260.44,155.16,237.97,1364.46,1758.60,422.47,255.06,253.60,3659.36,189.68,160.23,480.75,157.53,283.90,382.82,497.85,414.26,258.85,418.63,398.97,179.29,2508.98,161.33,168.44,166.35,426.00,171.34,590.91,378.21,2099.85,418.08,53.80
2013-01-05,dsm2,base,74,31628.20,1166.42,-2171.32,776.99,33851.06,0.00,0.00,714.86,1.78,3.93,1.70,3.95,193.48,193.48,275.96,416.00,573.98,228.87,161.12,161.12,254.76,163.16,234.51,1361.44,1689.24,480.41,249.71,248.30,3580.38,190.47,166.37,504.25,160.86,277.50,374.92,546.22,473.40,255.48,418.87,386.81,182.16,2636.30,169.80,178.43,172.99,444.50,176.12,641.63,380.62,2064.31,431.02,53.80
2013-01-06,dsm2,base,74,29767.93,1095.37,-1816.36,-230.94,33131.93,0.00,0.00,738.91,2.31,3.97,2.62,3.99,192.82,192.82,279.10,399.76,625.40,226.49,166.82,166.82,250.82,171.77,232.12,1327.76,1641.39,546.38,247.89,246.14,3483.20,192.22,176.38,534.44,165.28,280.77,378.85,590.89,552.40,256.47,422.78,378.64,187.40,2550.28,176.15,183.32,178.94,454.01,180.37,695.24,407.29,2030.93,451.11,53.80
2013-01-07,dsm2,base,74,26946.76,1063.16,-856.36,-175.76,30712.90,0.00,0.00,737.01,2.90,3.98,3.47,3.95,193.17,193.17,287.80,392.41,670.95,225.47,173.63,173.63,249.34,179.06,232.48,1259.94,1587.12,681.37,249.00,247.29,3336.61,194.39,191.66,590.49,171.34,288.53,387.86,635.80,668.63,259.24,431.48,371.46,193.40,2406.19,181.43,190.19,183.72,480.62,184.83,731.42,445.57,1988.32,467.54,53.80
2013-01-08,dsm2,base,74,25288.29,1146.96,-4265.61,50.30,25035.69,0.00,0.00,679.20,3.43,3.86,4.38,3.85,194.05,194.05,293.02,393.39,706.87,225.19,180.92,180.92,248.15,184.22,233.80,1191.76,1509.41,856.97,250.29,248.48,3190.77,197.06,217.30,680.49,179.22,293.86,396.67,683.36,862.79,261.18,443.39,362.35,199.03,2235.81,186.39,194.34,188.19,524.81,189.30,757.31,497.31,1962.39,503.98,53.80
2013-01-09,dsm2,base,74,24237.50,1297.10,-3060.88,-153.00,25115.78,0.00,0.00,680.00,3.77,3.84,5.25,3.86,195.41,195.41,287.80,400.26,732.30,225.02,188.93,188.93,245.70,188.95,233.89,1151.62,1420.71,1043.36,248.83,247.39,3114.54,199.95,249.13,788.34,188.47,287.99,393.72,732.64,1009.43,263.12,459.51,351.30,204.19,2124.10,189.98,197.99,192.65,576.80,193.76,762.19,527.62,1951.11,531.97,54.40
2013-01-10,dsm2,base,74,23498.99,1531.60,-2872.01,1201.86,23277.50,0.00,0.00,653.01,3.98,3.97,6.01,3.99,197.11,197.11,285.65,421.53,745.95,225.00,198.86,198.86,242.75,192.67,234.59,1115.71,1342.95,1220.39,248.39,247.05,3026.34,202.78,296.81,905.96,200.26,286.44,395.84,771.02,1206.40,264.41,478.53,345.58,208.56,2048.57,192.85,198.19,196.35,615.42,197.62,702.93,531.62,1899.58,576.58,54.40
